,0
Year,16.0
CDSCode,19647330126136.0
Year,16.0
CDSCode,19647330126474.0
Year,16.0
CDSCode,19647330126482.0
Year,16.0
CDSCode,19647330126516.0
Year,16.0
CDSCode,19647330126524.0
Year,16.0
CDSCode,19647330126532.0
Year,16.0
CDSCode,19647330126540.0
Year,16.0
CDSCode,19647330126557.0
Year,16.0
CDSCode,19647330126573.0
Year,16.0
CDSCode,19647330126615.0
Year,16.0
CDSCode,19647330126623.0
Year,16.0
CDSCode,19647330127787.0
Year,16.0
CDSCode,19647330127795.0
Year,16.0
CDSCode,19647330127803.0
Year,16.0
CDSCode,19647330127894.0
Year,16.0
CDSCode,19647330127910.0
Year,16.0
CDSCode,19647330129536.0
Year,16.0
CDSCode,19647330129585.0
Year,16.0
CDSCode,19647330129627.0
Year,16.0
CDSCode,19647330130997.0
Year,16.0
CDSCode,19647330131821.0
Year,16.0
CDSCode,19647330132027.0
Year,16.0
CDSCode,19647330132126.0
Year,16.0
CDSCode,19647330132282.0
Year,16.0
CDSCode,19647330133868.0
Year,16.0
CDSCode,19647330135632.0
Year,16.0
CDSCode,19647330135715.0
Year,16.0
CDSCode,19647330135723.0
Year,16.0
CDSCode,19647330137083.0
Year,16.0
CDSCode,19647330137091.0
Year,16.0
CDSCode,19647330137562.0
Year,16.0
CDSCode,19647330137612.0
Year,16.0
CDSCode,19647330139055.0
Year,16.0
CDSCode,19647330140129.0
Year,16.0
CDSCode,19647330141630.0
Year,16.0
CDSCode,19647331930064.0
Year,16.0
CDSCode,19647331930296.0
Year,16.0
CDSCode,19647331930387.0
Year,16.0
CDSCode,19647331930403.0
Year,16.0
CDSCode,19647331930429.0
Year,16.0
CDSCode,19647331930486.0
Year,16.0
CDSCode,19647331930551.0
Year,16.0
CDSCode,19647331930577.0
Year,16.0
CDSCode,19647331930619.0
Year,16.0
CDSCode,19647331930650.0
Year,16.0
CDSCode,19647331930692.0
Year,16.0
CDSCode,19647331930734.0
Year,16.0
CDSCode,19647331930783.0
Year,16.0
CDSCode,19647331930791.0
Year,16.0
CDSCode,19647331930866.0
Year,16.0
CDSCode,19647331930924.0
Year,16.0
CDSCode,19647331930940.0
Year,16.0
CDSCode,19647331930973.0
Year,16.0
CDSCode,19647331931047.0
Year,16.0
CDSCode,19647331931336.0
Year,16.0
CDSCode,19647331931377.0
Year,16.0
CDSCode,19647331931385.0
Year,16.0
CDSCode,19647331931393.0
Year,16.0
CDSCode,19647331931435.0
Year,16.0
CDSCode,19647331931450.0
Year,16.0
CDSCode,19647331931468.0
Year,16.0
CDSCode,19647331931476.0
Year,16.0
CDSCode,19647331931484.0
Year,16.0
CDSCode,19647331931500.0
Year,16.0
CDSCode,19647331931518.0
Year,16.0
CDSCode,19647331931526.0
Year,16.0
CDSCode,19647331931534.0
Year,16.0
CDSCode,19647331931559.0
Year,16.0
CDSCode,19647331931633.0
Year,16.0
CDSCode,19647331931682.0
Year,16.0
CDSCode,19647331931690.0
Year,16.0
CDSCode,19647331931708.0
Year,16.0
CDSCode,19647331931856.0
Year,16.0
CDSCode,19647331931864.0
Year,16.0
CDSCode,19647331931930.0
Year,16.0
CDSCode,19647331931955.0
Year,16.0
CDSCode,19647331931971.0
Year,16.0
CDSCode,19647331931989.0
Year,16.0
CDSCode,19647331931997.0
Year,16.0
CDSCode,19647331932128.0
Year,16.0
CDSCode,19647331932250.0
Year,16.0
CDSCode,19647331932318.0
Year,16.0
CDSCode,19647331932334.0
Year,16.0
CDSCode,19647331932342.0
Year,16.0
CDSCode,19647331932383.0
Year,16.0
CDSCode,19647331932540.0
Year,16.0
CDSCode,19647331932623.0
Year,16.0
CDSCode,19647331932821.0
Year,16.0
CDSCode,19647331932888.0
Year,16.0
CDSCode,19647331932920.0
Year,16.0
CDSCode,19647331932987.0
Year,16.0
CDSCode,19647331933001.0
Year,16.0
CDSCode,19647331933118.0
Year,16.0
CDSCode,19647331933241.0
Year,16.0
CDSCode,19647331933381.0
Year,16.0
CDSCode,19647331933795.0
Year,16.0
CDSCode,19647331933852.0
Year,16.0
CDSCode,19647331934033.0
Year,16.0
CDSCode,19647331934157.0
Year,16.0
CDSCode,19647331934371.0
Year,16.0
CDSCode,19647331934454.0
Year,16.0
CDSCode,19647331935121.0
Year,16.0
CDSCode,19647331935352.0
Year,16.0
CDSCode,19647331935519.0
Year,16.0
CDSCode,19647331935568.0
Year,16.0
CDSCode,19647331935717.0
Year,16.0
CDSCode,19647331935865.0
Year,16.0
CDSCode,19647331936160.0
Year,16.0
CDSCode,19647331936350.0
Year,16.0
CDSCode,19647331937085.0
Year,16.0
CDSCode,19647331937424.0
Year,16.0
CDSCode,19647331937622.0
Year,16.0
CDSCode,19647331937838.0
Year,16.0
CDSCode,19647331938307.0
Year,16.0
CDSCode,19647331938554.0
Year,16.0
CDSCode,19647331938612.0
Year,16.0
CDSCode,19647331938885.0
Year,16.0
CDSCode,19647331938968.0
Year,16.0
CDSCode,19647331939040.0
Year,16.0
CDSCode,19647331939107.0
Year,16.0
CDSCode,19647331939305.0
Year,16.0
CDSCode,19647331939479.0
Year,16.0
CDSCode,19647331939784.0
Year,16.0
CDSCode,19647331939859.0
Year,16.0
CDSCode,19647331939941.0
Year,16.0
CDSCode,19647331995448.0
Year,16.0
CDSCode,19647331995794.0
Year,16.0
CDSCode,19647331995836.0
Year,16.0
CDSCode,19647331996073.0
Year,16.0
CDSCode,19647336060495.0
Year,16.0
CDSCode,19647336060503.0
Year,16.0
CDSCode,19647336060545.0
Year,16.0
CDSCode,19647740109538.0
Year,16.0
CDSCode,19647740114777.0
Year,16.0
CDSCode,19647741935428.0
Year,16.0
CDSCode,19647741935436.0
Year,16.0
CDSCode,19647901935899.0
Year,16.0
CDSCode,19647901935923.0
Year,16.0
CDSCode,19648080124552.0
Year,16.0
CDSCode,19648081930155.0
Year,16.0
CDSCode,19648081930825.0
Year,16.0
CDSCode,19648081935998.0
Year,16.0
CDSCode,19648081938927.0
Year,16.0
CDSCode,19648081996388.0
Year,16.0
CDSCode,19648401933647.0
Year,16.0
CDSCode,19648401934728.0
Year,16.0
CDSCode,19648401936467.0
Year,16.0
CDSCode,19648401936475.0
Year,16.0
CDSCode,19648406021109.0
Year,16.0
CDSCode,19648651933308.0
Year,16.0
CDSCode,19648651995588.0
Year,16.0
CDSCode,19648651996552.0
Year,16.0
CDSCode,19648730136705.0
Year,16.0
CDSCode,19648731936749.0
Year,16.0
CDSCode,19648731936756.0
Year,16.0
CDSCode,19648731996107.0
Year,16.0
CDSCode,19648810118075.0
Year,16.0
CDSCode,19648811936103.0
Year,16.0
CDSCode,19648811936806.0
Year,16.0
CDSCode,19648811936822.0
Year,16.0
CDSCode,19649071933175.0
Year,16.0
CDSCode,19649071933324.0
Year,16.0
CDSCode,19649071936772.0
Year,16.0
CDSCode,19649071937028.0
Year,16.0
CDSCode,19649071995901.0
Year,16.0
CDSCode,19649071996495.0
Year,16.0
CDSCode,19649076061634.0
Year,16.0
CDSCode,19649641937754.0
Year,16.0
CDSCode,19649801933373.0
Year,16.0
CDSCode,19649801938000.0
Year,16.0
CDSCode,19649801995737.0
Year,16.0
CDSCode,19650291938455.0
Year,16.0
CDSCode,19650521938679.0
Year,16.0
CDSCode,19650521995745.0
Year,16.0
CDSCode,19650521995976.0
Year,16.0
CDSCode,19650600110320.0
Year,16.0
CDSCode,19650601936277.0
Year,16.0
CDSCode,19650601938083.0
Year,16.0
CDSCode,19650601938356.0
Year,16.0
CDSCode,19650601938752.0
Year,16.0
CDSCode,19650601939602.0
Year,16.0
CDSCode,19650940122432.0
Year,16.0
CDSCode,19650940137042.0
Year,16.0
CDSCode,19650941938513.0
Year,16.0
CDSCode,19650941939537.0
Year,16.0
CDSCode,19651281930338.0
Year,16.0
CDSCode,19651281931302.0
Year,16.0
CDSCode,19651281934868.0
Year,16.0
CDSCode,19651281936889.0
Year,16.0
CDSCode,19651281937903.0
Year,16.0
CDSCode,19651281939701.0
Year,16.0
CDSCode,19651281995653.0
Year,16.0
CDSCode,19651360102459.0
Year,16.0
CDSCode,19651360102475.0
Year,16.0
CDSCode,19651360114439.0
Year,16.0
CDSCode,19651360138727.0
Year,16.0
CDSCode,19651361931492.0
Year,16.0
CDSCode,19651361931740.0
Year,16.0
CDSCode,19651361932532.0
Year,16.0
CDSCode,19651361933902.0
Year,16.0
CDSCode,19651361934421.0
Year,16.0
CDSCode,19651361995802.0
Year,16.0
CDSCode,19651361996263.0
Year,16.0
CDSCode,19651361996321.0
Year,16.0
CDSCode,19734370132969.0
Year,16.0
CDSCode,19734371931567.0
Year,16.0
CDSCode,19734371931963.0
Year,16.0
CDSCode,19734371932326.0
Year,16.0
CDSCode,19734371995695.0
Year,16.0
CDSCode,19734371996040.0
Year,16.0
CDSCode,19734371996057.0
Year,16.0
CDSCode,19734450125351.0
Year,16.0
CDSCode,19734451934801.0
Year,16.0
CDSCode,19734451935246.0
Year,16.0
CDSCode,19734451938935.0
Year,16.0
CDSCode,19734451939834.0
Year,16.0
CDSCode,19734451939925.0
Year,16.0
CDSCode,19734451996560.0
Year,16.0
CDSCode,19734520111070.0
Year,16.0
CDSCode,19734521930106.0
Year,16.0
CDSCode,19734521936228.0
Year,16.0
CDSCode,19734521937564.0
Year,16.0
CDSCode,19734521995943.0
Year,16.0
CDSCode,19734601932862.0
Year,16.0
CDSCode,19734601937747.0
Year,16.0
CDSCode,19734601939149.0
Year,16.0
CDSCode,19741951995034.0
Year,16.0
CDSCode,19743281995059.0
Year,16.0
CDSCode,19743361995067.0
Year,16.0
CDSCode,19744271995075.0
Year,16.0
CDSCode,19744431995091.0
Year,16.0
CDSCode,19747731995125.0
Year,16.0
CDSCode,19747991995133.0
Year,16.0
CDSCode,19748311995281.0
Year,16.0
CDSCode,19752911995810.0
Year,16.0
CDSCode,19752911996016.0
Year,16.0
CDSCode,19752911996081.0
Year,16.0
CDSCode,19753090127100.0
Year,16.0
CDSCode,19753090131383.0
Year,16.0
CDSCode,19753090134619.0
Year,16.0
CDSCode,19753090136648.0
Year,16.0
CDSCode,19753091995786.0
Year,16.0
CDSCode,19753331935808.0
Year,16.0
CDSCode,19753410116285.0
Year,16.0
CDSCode,19753411937143.0
Year,16.0
CDSCode,19753411995752.0
Year,16.0
CDSCode,19757131930122.0
Year,16.0
CDSCode,19757131930163.0
Year,16.0
CDSCode,19757131934553.0
Year,16.0
CDSCode,19757131937697.0
Year,16.0
CDSCode,19757131995430.0
Year,16.0
CDSCode,19768690119016.0
Year,16.0
CDSCode,19768690119636.0
Year,16.0
CDSCode,19768690131128.0
Year,16.0
CDSCode,19772890109942.0
Year,16.0
CDSCode,20102072030054.0
Year,16.0
CDSCode,20102072030153.0
Year,16.0
CDSCode,20102072030229.0
Year,16.0
CDSCode,20652012030047.0
Year,16.0
CDSCode,20652012032357.0
Year,16.0
CDSCode,20652430110965.0
Year,16.0
CDSCode,20652430118950.0
Year,16.0
CDSCode,20652430123414.0
Year,16.0
CDSCode,20652430123620.0
Year,16.0
CDSCode,20652430131086.0
Year,16.0
CDSCode,20652430139691.0
Year,16.0
CDSCode,20652432035640.0
Year,16.0
CDSCode,20652432035707.0
Year,16.0
CDSCode,20755800110395.0
Year,16.0
CDSCode,20755800111443.0
Year,16.0
CDSCode,20755802030161.0
Year,16.0
CDSCode,20755802030195.0
Year,16.0
CDSCode,20755802030203.0
Year,16.0
CDSCode,20756060100180.0
Year,16.0
CDSCode,20756060109504.0
Year,16.0
CDSCode,20756060117010.0
Year,16.0
CDSCode,20756060125021.0
Year,16.0
CDSCode,20764140115527.0
Year,16.0
CDSCode,20764142030013.0
Year,16.0
CDSCode,20764142030039.0
Year,16.0
CDSCode,20764142030070.0
Year,16.0
CDSCode,20764142030104.0
Year,16.0
CDSCode,20764142030237.0
Year,16.0
CDSCode,21102150113183.0
Year,16.0
CDSCode,21102152130037.0
Year,16.0
CDSCode,21102152130102.0
Year,16.0
CDSCode,21654172132264.0
Year,16.0
CDSCode,21654172132272.0
Year,16.0
CDSCode,21654172133056.0
Year,16.0
CDSCode,21654662133254.0
Year,16.0
CDSCode,21654662133262.0
Year,16.0
CDSCode,21654662134005.0
Year,16.0
CDSCode,21654822130078.0
Year,16.0
CDSCode,21654822131340.0
Year,16.0
CDSCode,21654822132587.0
Year,16.0
CDSCode,21654822133692.0
Year,16.0
CDSCode,21654822134419.0
Year,16.0
CDSCode,21733612134310.0
Year,16.0
CDSCode,21746582190064.0
Year,16.0
CDSCode,22102232230100.0
Year,16.0
CDSCode,22655322230035.0
Year,16.0
CDSCode,22655322230076.0
Year,16.0
CDSCode,22655322230084.0
Year,16.0
CDSCode,22655322235356.0
Year,16.0
CDSCode,23102312330124.0
Year,16.0
CDSCode,23102312330447.0
Year,16.0
CDSCode,23655402330900.0
Year,16.0
CDSCode,23655652330215.0
Year,16.0
CDSCode,23655652330355.0
Year,16.0
CDSCode,23655652331361.0
Year,16.0
CDSCode,23655812330090.0
Year,16.0
CDSCode,23655812333185.0
Year,16.0
CDSCode,23655992330108.0
Year,16.0
CDSCode,23655992333649.0
Year,16.0
CDSCode,23656072330033.0
Year,16.0
CDSCode,23656072334563.0
Year,16.0
CDSCode,23656152330413.0
Year,16.0
CDSCode,23656152334704.0
Year,16.0
CDSCode,23656152335024.0
Year,16.0
CDSCode,23656230136887.0
Year,16.0
CDSCode,23656232335487.0
Year,16.0
CDSCode,23738662330041.0
Year,16.0
CDSCode,23738662330116.0
Year,16.0
CDSCode,23739162330223.0
Year,16.0
CDSCode,23739162332260.0
Year,16.0
CDSCode,23752182330207.0
Year,16.0
CDSCode,23752182332724.0
Year,16.0
CDSCode,24102490138032.0
Year,16.0
CDSCode,24102492430056.0
Year,16.0
CDSCode,24102492430148.0
Year,16.0
CDSCode,24102492430163.0
Year,16.0
CDSCode,24102492430171.0
Year,16.0
CDSCode,24656982430080.0
Year,16.0
CDSCode,24656982430106.0
Year,16.0
CDSCode,24656982432409.0
Year,16.0
CDSCode,24657302430064.0
Year,16.0
CDSCode,24657302433001.0
Year,16.0
CDSCode,24657550119073.0
Year,16.0
CDSCode,24657550120923.0
Year,16.0
CDSCode,24657552431492.0
Year,16.0
CDSCode,24657552434207.0
Year,16.0
CDSCode,24657890107672.0
Year,16.0
CDSCode,24657890127373.0
Year,16.0
CDSCode,24657892430049.0
Year,16.0
CDSCode,24657892430098.0
Year,16.0
CDSCode,24657892430205.0
Year,16.0
CDSCode,24657892430601.0
Year,16.0
CDSCode,24657892433605.0
Year,16.0
CDSCode,24657892435204.0
Year,16.0
CDSCode,24657892439602.0
Year,16.0
CDSCode,24736192430031.0
Year,16.0
CDSCode,24736192431807.0
Year,16.0
CDSCode,24753172430015.0
Year,16.0
CDSCode,24753172431203.0
Year,16.0
CDSCode,24753662430114.0
Year,16.0
CDSCode,25658962537702.0
Year,16.0
CDSCode,25735852530020.0
Year,16.0
CDSCode,25735852530111.0
Year,16.0
CDSCode,25735852535409.0
Year,16.0
CDSCode,25735932530087.0
Year,16.0
CDSCode,25735934737250.0
Year,16.0
CDSCode,25744502590016.0
Year,16.0
CDSCode,26102640124990.0
Year,16.0
CDSCode,26102640128645.0
Year,16.0
CDSCode,26102642630028.0
Year,16.0
CDSCode,26736682633006.0
Year,16.0
CDSCode,26736682635001.0
Year,16.0
CDSCode,26736922630010.0
Year,16.0
CDSCode,26736922630036.0
Year,16.0
CDSCode,26748980107789.0
Year,16.0
CDSCode,27102720116491.0
Year,16.0
CDSCode,27102722730117.0
Year,16.0
CDSCode,27102722730265.0
Year,16.0
CDSCode,27659872730018.0
Year,16.0
CDSCode,27659872730414.0
Year,16.0
CDSCode,27660680141010.0
Year,16.0
CDSCode,27660682730083.0
Year,16.0
CDSCode,27660682730174.0
Year,16.0
CDSCode,27660682732170.0
Year,16.0
CDSCode,27660920111435.0
Year,16.0
CDSCode,27660920112896.0
Year,16.0
CDSCode,27660922730240.0
Year,16.0
CDSCode,27660922732253.0
Year,16.0
CDSCode,27660922732808.0
Year,16.0
CDSCode,27660922735348.0
Year,16.0
CDSCode,27661342731115.0
Year,16.0
CDSCode,27661342733657.0
Year,16.0
CDSCode,27661590124610.0
Year,16.0
CDSCode,27661590136697.0
Year,16.0
CDSCode,27661592730109.0
Year,16.0
CDSCode,27661592730166.0
Year,16.0
CDSCode,27661592730273.0
Year,16.0
CDSCode,27661592733178.0
Year,16.0
CDSCode,27661592734481.0
Year,16.0
CDSCode,27661592734556.0
Year,16.0
CDSCode,27738252730034.0
Year,16.0
CDSCode,27738252730141.0
Year,16.0
CDSCode,27740542795011.0
Year,16.0
CDSCode,27754400106112.0
Year,16.0
CDSCode,27754400123406.0
Year,16.0
CDSCode,27754402730190.0
Year,16.0
CDSCode,27754732730885.0
Year,16.0
CDSCode,28102802830073.0
Year,16.0
CDSCode,28102802830099.0
Year,16.0
CDSCode,28662412830065.0
Year,16.0
CDSCode,28662412831758.0
Year,16.0
CDSCode,28662660121087.0
Year,16.0
CDSCode,28662662830016.0
Year,16.0
CDSCode,28662662830115.0
Year,16.0
CDSCode,28662662830149.0
Year,16.0
CDSCode,28662662835601.0
Year,16.0
CDSCode,28662902837102.0
Year,16.0
CDSCode,28744842890010.0
Year,16.0
CDSCode,29102980114314.0
Year,16.0
CDSCode,29102980116681.0
Year,16.0
CDSCode,29102980130823.0
Year,16.0
CDSCode,29102982930147.0
Year,16.0
CDSCode,29663570112367.0
Year,16.0
CDSCode,29663570124834.0
Year,16.0
CDSCode,29663572930030.0
Year,16.0
CDSCode,29663572930048.0
Year,16.0
CDSCode,29663572930071.0
Year,16.0
CDSCode,29663572930113.0
Year,16.0
CDSCode,29663572935500.0
Year,16.0
CDSCode,30103060126037.0
Year,16.0
CDSCode,30103060132910.0
Year,16.0
CDSCode,30103060133959.0
Year,16.0
CDSCode,30103060133983.0
Year,16.0
CDSCode,30103060134841.0
Year,16.0
CDSCode,30103063030723.0
Year,16.0
CDSCode,30664310140707.0
Year,16.0
CDSCode,30664313030038.0
Year,16.0
CDSCode,30664313030228.0
Year,16.0
CDSCode,30664313030384.0
Year,16.0
CDSCode,30664313030616.0
Year,16.0
CDSCode,30664313032786.0
Year,16.0
CDSCode,30664313033057.0
Year,16.0
CDSCode,30664313033115.0
Year,16.0
CDSCode,30664313033784.0
Year,16.0
CDSCode,30664313034204.0
Year,16.0
CDSCode,30664313036712.0
Year,16.0
CDSCode,30664313038239.0
Year,16.0
CDSCode,30664316066815.0
Year,16.0
CDSCode,30664493030624.0
Year,16.0
CDSCode,30664493030640.0
Year,16.0
CDSCode,30664640113381.0
Year,16.0
CDSCode,30664640124131.0
Year,16.0
CDSCode,30664643030210.0
Year,16.0
CDSCode,30664643030574.0
Year,16.0
CDSCode,30664643030756.0
Year,16.0
CDSCode,30664643030798.0
Year,16.0
CDSCode,30664643035987.0
Year,16.0
CDSCode,30664643036001.0
Year,16.0
CDSCode,30664643038569.0
Year,16.0
CDSCode,30664646120356.0
Year,16.0
CDSCode,30665143030335.0
Year,16.0
CDSCode,30665143030855.0
Year,16.0
CDSCode,30665143032505.0
Year,16.0
CDSCode,30665143033362.0
Year,16.0
CDSCode,30665143033610.0
Year,16.0
CDSCode,30665143037090.0
Year,16.0
CDSCode,30665143037348.0
Year,16.0
CDSCode,30665143037496.0
Year,16.0
CDSCode,30665223030012.0
Year,16.0
CDSCode,30665223030103.0
Year,16.0
CDSCode,30665223030434.0
Year,16.0
CDSCode,30665223032752.0
Year,16.0
CDSCode,30665223033578.0
Year,16.0
CDSCode,30665223033933.0
Year,16.0
CDSCode,30665223035581.0
Year,16.0
CDSCode,30665223035706.0
Year,16.0
CDSCode,30665223036555.0
Year,16.0
CDSCode,30665226104129.0
Year,16.0
CDSCode,30665483030145.0
Year,16.0
CDSCode,30665483030368.0
Year,16.0
CDSCode,30665483031895.0
Year,16.0
CDSCode,30665483032158.0
Year,16.0
CDSCode,30665483032943.0
Year,16.0
CDSCode,30665483034410.0
Year,16.0
CDSCode,30665483038445.0
Year,16.0
CDSCode,30665483038551.0
Year,16.0
CDSCode,30665553033206.0
Year,16.0
CDSCode,30665970111666.0
Year,16.0
CDSCode,30665973031697.0
Year,16.0
CDSCode,30665973031853.0
Year,16.0
CDSCode,30665973032000.0
Year,16.0
CDSCode,30665973034907.0
Year,16.0
CDSCode,30665973035045.0
Year,16.0
CDSCode,30666210114769.0
Year,16.0
CDSCode,30666213030046.0
Year,16.0
CDSCode,30666213031952.0
Year,16.0
CDSCode,30666213035409.0
Year,16.0
CDSCode,30666213035748.0
Year,16.0
CDSCode,30666213038098.0
Year,16.0
CDSCode,30666470119404.0
Year,16.0
CDSCode,30666473030053.0
Year,16.0
CDSCode,30666473031929.0
Year,16.0
CDSCode,30666473031945.0
Year,16.0
CDSCode,30666473038023.0
Year,16.0
CDSCode,30666700106567.0
Year,16.0
CDSCode,30666700108365.0
Year,16.0
CDSCode,30666700114736.0
Year,16.0
CDSCode,30666703030475.0
Year,16.0
CDSCode,30666703030491.0
Year,16.0
CDSCode,30666703030608.0
Year,16.0
CDSCode,30666703034998.0
Year,16.0
CDSCode,30666703035821.0
Year,16.0
CDSCode,30666703036357.0
Year,16.0
CDSCode,30666703036456.0
Year,16.0
CDSCode,30666706115133.0
Year,16.0
CDSCode,30736353030061.0
Year,16.0
CDSCode,30736353030079.0
Year,16.0
CDSCode,30736353030244.0
Year,16.0
CDSCode,30736353030392.0
Year,16.0
CDSCode,30736353034956.0
Year,16.0
CDSCode,30736356089510.0
Year,16.0
CDSCode,30736430102871.0
Year,16.0
CDSCode,30736433032109.0
Year,16.0
CDSCode,30736433032919.0
Year,16.0
CDSCode,30736433037553.0
Year,16.0
CDSCode,30736500116046.0
Year,16.0
CDSCode,30736500133405.0
Year,16.0
CDSCode,30736503030129.0
Year,16.0
CDSCode,30736503030152.0
Year,16.0
CDSCode,30736503030285.0
Year,16.0
CDSCode,30736503030657.0
Year,16.0
CDSCode,30736503035102.0
Year,16.0
CDSCode,30739243033917.0
Year,16.0
CDSCode,30741043095015.0
Year,16.0
CDSCode,30741123095023.0
Year,16.0
CDSCode,30741203095031.0
Year,16.0
CDSCode,30742523095049.0
Year,16.0
CDSCode,31103143130101.0
Year,16.0
CDSCode,31103143130259.0
Year,16.0
CDSCode,31668940102293.0
Year,16.0
CDSCode,31668940138081.0
Year,16.0
CDSCode,31668943131687.0
Year,16.0
CDSCode,31668943131851.0
Year,16.0
CDSCode,31668943132453.0
Year,16.0
CDSCode,31668943135704.0
Year,16.0
CDSCode,31669280116459.0
Year,16.0
CDSCode,31669280139840.0
Year,16.0
CDSCode,31669283130119.0
Year,16.0
CDSCode,31669283130176.0
Year,16.0
CDSCode,31669283130184.0
Year,16.0
CDSCode,31669283130309.0
Year,16.0
CDSCode,31669283135308.0
Year,16.0
CDSCode,31669283136504.0
Year,16.0
CDSCode,31669443130010.0
Year,16.0
CDSCode,31669443130077.0
Year,16.0
CDSCode,31669443130192.0
Year,16.0
CDSCode,31669443138500.0
Year,16.0
CDSCode,31669510139246.0
Year,16.0
CDSCode,31669510140541.0
Year,16.0
CDSCode,31669513130036.0
Year,16.0
CDSCode,31669513134657.0
Year,16.0
CDSCode,31747323190014.0
Year,16.0
CDSCode,31750850108084.0
Year,16.0
CDSCode,31750850119487.0
Year,16.0
CDSCode,31750853130150.0
Year,16.0
CDSCode,31750853130200.0
Year,16.0
CDSCode,31750853130218.0
Year,16.0
CDSCode,32103220100057.0
Year,16.0
CDSCode,32669693230034.0
Year,16.0
CDSCode,32669693230042.0
Year,16.0
CDSCode,32669693232006.0
Year,16.0
CDSCode,32669693233509.0
Year,16.0
CDSCode,32669693235603.0
Year,16.0
CDSCode,32669693236007.0
Year,16.0
CDSCode,32742783290012.0
Year,16.0
CDSCode,33103300125237.0
Year,16.0
CDSCode,33103300128397.0
Year,16.0
CDSCode,33103300128777.0
Year,16.0
CDSCode,33103300137869.0
Year,16.0
CDSCode,33103303330123.0
Year,16.0
CDSCode,33103303331055.0
Year,16.0
CDSCode,33669770125732.0
Year,16.0
CDSCode,33669770134189.0
Year,16.0
CDSCode,33669770135061.0
Year,16.0
CDSCode,33669773330008.0
Year,16.0
CDSCode,33669773334299.0
Year,16.0
CDSCode,33669773337128.0
Year,16.0
CDSCode,33669853330214.0
Year,16.0
CDSCode,33669853330222.0
Year,16.0
CDSCode,33669930141366.0
Year,16.0
CDSCode,33669933330479.0
Year,16.0
CDSCode,33669933330842.0
Year,16.0
CDSCode,33670330110106.0
Year,16.0
CDSCode,33670330110627.0
Year,16.0
CDSCode,33670330110759.0
Year,16.0
CDSCode,33670333330131.0
Year,16.0
CDSCode,33670333330446.0
Year,16.0
CDSCode,33670333330586.0
Year,16.0
CDSCode,33670333330602.0
Year,16.0
CDSCode,33670333330701.0
Year,16.0
CDSCode,33670333331501.0
Year,16.0
CDSCode,33670333331600.0
Year,16.0
CDSCode,33670333334232.0
Year,16.0
CDSCode,33670580114504.0
Year,16.0
CDSCode,33670580118885.0
Year,16.0
CDSCode,33670580141879.0
Year,16.0
CDSCode,33670583330388.0
Year,16.0
CDSCode,33670583330669.0
Year,16.0
CDSCode,33670583331113.0
Year,16.0
CDSCode,33670583333192.0
Year,16.0
CDSCode,33670820106716.0
Year,16.0
CDSCode,33670820113159.0
Year,16.0
CDSCode,33670823330065.0
Year,16.0
CDSCode,33670823330503.0
Year,16.0
CDSCode,33670823330537.0
Year,16.0
CDSCode,33670823332673.0
Year,16.0
CDSCode,33670900114157.0
Year,16.0
CDSCode,33670903330412.0
Year,16.0
CDSCode,33670903334687.0
Year,16.0
CDSCode,33670903337136.0
Year,16.0
CDSCode,33671243330396.0
Year,16.0
CDSCode,33671243330438.0
Year,16.0
CDSCode,33671243330800.0
Year,16.0
CDSCode,33671243330958.0
Year,16.0
CDSCode,33671243331071.0
Year,16.0
CDSCode,33671243333754.0
Year,16.0
CDSCode,33671243333762.0
Year,16.0
CDSCode,33671243333770.0
Year,16.0
CDSCode,33671573331014.0
Year,16.0
CDSCode,33671730127316.0
Year,16.0
CDSCode,33671733330578.0
