,,,DATA AS OF: FEBRUARY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,




School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,NCSC ELA # of Test Takers,NCSC ELA - # Level 1,NCSC ELA - # Level 2,NCSC ELA - # Level 3,NCSC ELA - # Level 4,NCSC ELA - # Proficient,NCSC ELA - % Level 1,NCSC ELA - % Level 2,NCSC ELA - % Level 3,NCSC ELA - % Level 4,NCSC ELA - % Proficient,NCSC Math - # Test Takers,NCSC Math - # Level 1,NCSC Math - # Level 2,NCSC Math - # Level 3,NCSC Math - # Level 4,NCSC Math - # Proficient,NCSC Math - % Level 1,NCSC Math - % Level 2,NCSC Math - % Level 3,NCSC Math - % Level 4,NCSC Math - % Proficient,ELA - # of All (PARCC & NCSC) Test Takers,ELA - # of All (PARCC & NCSC)  Proficient,ELA - % of All (PARCC & NCSC) Proficient,Math - # of All (PARCC & NCSC) Test Takers,Math - # All (PARCC & NCSC) All Proficient,Math - % All (PARCC & NCSC) Proficient
202,Aiton ES,3,32,18,10,1,3,0,3,0.5625,0.3125,3.125E-2,9.375E-2,0,9.375E-2,32,10,10,9,3,0,3,0.3125,0.3125,0.28125,9.375E-2,0,9.375E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,32,3,9.375E-2,32,3,9.375E-2
202,Aiton ES,4,20,8,7,5,0,0,0,0.4,0.35,0.25,0,0,0,20,10,9,0,1,0,1,0.5,0.45,0,0.05,0,0.05,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,20,0,0,20,1,0.05
202,Aiton ES,5,23,11,6,6,0,0,0,0.47826086956521702,0.26086956521739102,0.26086956521739102,0,0,0,23,10,9,3,1,0,1,0.434782608695652,0.39130434782608697,0.13043478260869601,4.3478260869565202E-2,0,4.3478260869565202E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,23,0,0,23,1,4.3478260869565202E-2
202,Aiton ES,All,75,37,23,12,3,0,3,0.49333333333333301,0.30666666666666698,0.16,0.04,0,0.04,75,30,28,12,5,0,5,0.4,0.37333333333333302,0.16,6.6666666666666693E-2,0,6.6666666666666693E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,75,3,0.04,75,5,6.6666666666666693E-2
203,Amidon Bowen ES,3,53,35,7,10,1,0,1,0.660377358490566,0.13207547169811301,0.18867924528301899,1.88679245283019E-2,0,1.88679245283019E-2,53,30,12,7,3,1,4,0.56603773584905703,0.22641509433962301,0.13207547169811301,5.6603773584905703E-2,1.88679245283019E-2,7.5471698113207503E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,53,1,1.88679245283019E-2,53,4,7.5471698113207503E-2
203,Amidon Bowen ES,4,44,21,14,8,1,0,1,0.47727272727272702,0.31818181818181801,0.18181818181818199,2.27272727272727E-2,0,2.27272727272727E-2,44,17,17,9,1,0,1,0.38636363636363602,0.38636363636363602,0.204545454545455,2.27272727272727E-2,0,2.27272727272727E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,44,1,2.27272727272727E-2,44,1,2.27272727272727E-2
203,Amidon Bowen ES,5,34,16,9,9,0,0,0,0.47058823529411797,0.26470588235294101,0.26470588235294101,0,0,0,34,11,18,3,2,0,2,0.32352941176470601,0.52941176470588203,8.8235294117647106E-2,5.8823529411764698E-2,0,5.8823529411764698E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,34,0,0,34,2,5.8823529411764698E-2
203,Amidon Bowen ES,All,131,72,30,27,2,0,2,0.54961832061068705,0.229007633587786,0.206106870229008,1.5267175572519101E-2,0,1.5267175572519101E-2,131,58,47,19,6,1,7,0.44274809160305301,0.35877862595419802,0.14503816793893101,4.58015267175573E-2,7.63358778625954E-3,5.34351145038168E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,131,2,1.5267175572519101E-2,131,7,5.34351145038168E-2
204,Bancroft ES,3,66,24,23,10,9,0,9,0.36363636363636398,0.34848484848484901,0.15151515151515199,0.13636363636363599,0,0.13636363636363599,66,7,18,21,16,4,20,0.10606060606060599,0.27272727272727298,0.31818181818181801,0.24242424242424199,6.0606060606060601E-2,0.30303030303030298,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,66,9,0.13636363636363599,66,20,0.30303030303030298
204,Bancroft ES,4,48,17,19,5,6,1,7,0.35416666666666702,0.39583333333333298,0.104166666666667,0.125,2.0833333333333301E-2,0.14583333333333301,48,10,11,17,9,1,10,0.20833333333333301,0.22916666666666699,0.35416666666666702,0.1875,2.0833333333333301E-2,0.20833333333333301,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,48,7,0.14583333333333301,48,10,0.20833333333333301
204,Bancroft ES,5,64,27,20,12,5,0,5,0.421875,0.3125,0.1875,7.8125E-2,0,7.8125E-2,64,18,25,16,4,1,5,0.28125,0.390625,0.25,6.25E-2,1.5625E-2,7.8125E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,64,5,7.8125E-2,64,5,7.8125E-2
204,Bancroft ES,All,178,68,62,27,20,1,21,0.38202247191011202,0.348314606741573,0.151685393258427,0.112359550561798,5.6179775280898901E-3,0.117977528089888,178,35,54,54,29,6,35,0.19662921348314599,0.30337078651685401,0.30337078651685401,0.162921348314607,3.3707865168539297E-2,0.19662921348314599,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,178,21,0.117977528089888,178,35,0.19662921348314599
205,Barnard ES,3,76,24,17,21,14,0,14,0.31578947368421101,0.22368421052631601,0.27631578947368401,0.18421052631578899,0,0.18421052631578899,77,11,19,26,20,1,21,0.14285714285714299,0.246753246753247,0.337662337662338,0.25974025974025999,1.2987012987013E-2,0.27272727272727298,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,78,15,0.19230769230769201,79,23,0.291139240506329
205,Barnard ES,4,65,7,18,19,20,1,21,0.107692307692308,0.27692307692307699,0.29230769230769199,0.30769230769230799,1.5384615384615399E-2,0.32307692307692298,69,8,19,27,14,1,15,0.115942028985507,0.27536231884057999,0.39130434782608697,0.202898550724638,1.4492753623188401E-2,0.217391304347826,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,65,21,0.32307692307692298,69,15,0.217391304347826
205,Barnard ES,5,40,10,9,11,10,0,10,0.25,0.22500000000000001,0.27500000000000002,0.25,0,0.25,43,8,13,14,8,0,8,0.186046511627907,0.30232558139534899,0.32558139534883701,0.186046511627907,0,0.186046511627907,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,43,13,0.30232558139534899,46,11,0.23913043478260901
205,Barnard ES,All,181,41,44,51,44,1,45,0.22651933701657501,0.243093922651934,0.28176795580110497,0.243093922651934,5.5248618784530402E-3,0.24861878453038699,189,27,51,67,42,2,44,0.14285714285714299,0.26984126984126999,0.35449735449735398,0.22222222222222199,1.0582010582010601E-2,0.23280423280423301,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,186,49,0.26344086021505397,194,49,0.25257731958762902
206,Beers ES,3,50,29,8,11,2,0,2,0.57999999999999996,0.16,0.22,0.04,0,0.04,49,17,7,15,10,0,10,0.34693877551020402,0.14285714285714299,0.30612244897959201,0.20408163265306101,0,0.20408163265306101,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,54,4,7.4074074074074098E-2,53,13,0.245283018867925
206,Beers ES,4,37,12,10,13,2,0,2,0.32432432432432401,0.27027027027027001,0.35135135135135098,5.4054054054054099E-2,0,5.4054054054054099E-2,37,14,13,6,4,0,4,0.37837837837837801,0.35135135135135098,0.162162162162162,0.108108108108108,0,0.108108108108108,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,40,4,0.1,40,5,0.125
206,Beers ES,5,61,20,16,21,4,0,4,0.32786885245901598,0.26229508196721302,0.34426229508196698,6.5573770491803296E-2,0,6.5573770491803296E-2,61,21,24,13,3,0,3,0.34426229508196698,0.39344262295082,0.213114754098361,4.91803278688525E-2,0,4.91803278688525E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,64,5,7.8125E-2,64,5,7.8125E-2
206,Beers ES,All,148,61,34,45,8,0,8,0.412162162162162,0.22972972972972999,0.304054054054054,5.4054054054054099E-2,0,5.4054054054054099E-2,147,52,44,34,17,0,17,0.35374149659863902,0.29931972789115602,0.23129251700680301,0.115646258503401,0,0.115646258503401,10,4,1,2,3,5,0.4,0.1,0.2,0.3,0.5,10,2,2,5,1,6,0.2,0.2,0.5,0.1,0.6,158,13,8.2278481012658194E-2,157,23,0.146496815286624
212,Brent ES,3,55,2,4,12,32,5,37,3.6363636363636397E-2,7.2727272727272696E-2,0.218181818181818,0.58181818181818201,9.0909090909090898E-2,0.67272727272727295,55,0,7,14,26,8,34,0,0.12727272727272701,0.25454545454545502,0.472727272727273,0.145454545454545,0.61818181818181805,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,55,37,0.67272727272727295,55,34,0.61818181818181805
212,Brent ES,4,42,2,4,3,21,12,33,4.7619047619047603E-2,9.5238095238095205E-2,7.1428571428571397E-2,0.5,0.28571428571428598,0.78571428571428603,42,1,7,10,20,4,24,2.3809523809523801E-2,0.16666666666666699,0.238095238095238,0.476190476190476,9.5238095238095205E-2,0.57142857142857095,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,42,33,0.78571428571428603,42,24,0.57142857142857095
212,Brent ES,5,10,2,1,4,2,1,3,0.2,0.1,0.4,0.2,0.1,0.3,10,2,1,4,2,1,3,0.2,0.1,0.4,0.2,0.1,0.3,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,10,3,0.3,10,3,0.3
212,Brent ES,All,107,6,9,19,55,18,73,5.60747663551402E-2,8.4112149532710304E-2,0.177570093457944,0.51401869158878499,0.168224299065421,0.68224299065420602,107,3,15,28,48,13,61,2.80373831775701E-2,0.14018691588785001,0.26168224299065401,0.44859813084112099,0.121495327102804,0.57009345794392496,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,107,73,0.68224299065420602,107,61,0.57009345794392496
213,Brightwood EC,3,50,30,7,8,5,0,5,0.6,0.14000000000000001,0.16,0.1,0,0.1,50,7,16,12,15,0,15,0.14000000000000001,0.32,0.24,0.3,0,0.3,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,50,5,0.1,50,15,0.3
213,Brightwood EC,4,37,17,9,9,2,0,2,0.45945945945945899,0.24324324324324301,0.24324324324324301,5.4054054054054099E-2,0,5.4054054054054099E-2,37,11,8,11,7,0,7,0.29729729729729698,0.21621621621621601,0.29729729729729698,0.18918918918918901,0,0.18918918918918901,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,37,2,5.4054054054054099E-2,37,7,0.18918918918918901
213,Brightwood EC,5,55,19,20,12,4,0,4,0.34545454545454501,0.36363636363636398,0.218181818181818,7.2727272727272696E-2,0,7.2727272727272696E-2,55,10,20,13,12,0,12,0.18181818181818199,0.36363636363636398,0.236363636363636,0.218181818181818,0,0.218181818181818,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,55,4,7.2727272727272696E-2,55,12,0.218181818181818
213,Brightwood EC,6,54,24,18,11,1,0,1,0.44444444444444398,0.33333333333333298,0.203703703703704,1.85185185185185E-2,0,1.85185185185185E-2,53,13,19,16,5,0,5,0.245283018867925,0.35849056603773599,0.30188679245283001,9.4339622641509399E-2,0,9.4339622641509399E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,54,1,1.85185185185185E-2,53,5,9.4339622641509399E-2
213,Brightwood EC,7,42,24,7,8,3,0,3,0.57142857142857095,0.16666666666666699,0.19047619047618999,7.1428571428571397E-2,0,7.1428571428571397E-2,42,15,13,10,4,0,4,0.35714285714285698,0.30952380952380998,0.238095238095238,9.5238095238095205E-2,0,9.5238095238095205E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,42,3,7.1428571428571397E-2,42,4,9.5238095238095205E-2
213,Brightwood EC,8,43,19,14,7,3,0,3,0.44186046511627902,0.32558139534883701,0.162790697674419,6.9767441860465101E-2,0,6.9767441860465101E-2,45,20,15,9,1,0,1,0.44444444444444398,0.33333333333333298,0.2,2.2222222222222199E-2,0,2.2222222222222199E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,43,3,6.9767441860465101E-2,45,1,2.2222222222222199E-2
213,Brightwood EC,All,281,133,75,55,18,0,18,0.47330960854092502,0.26690391459074703,0.195729537366548,6.4056939501779403E-2,0,6.4056939501779403E-2,282,76,91,71,44,0,44,0.269503546099291,0.32269503546099298,0.25177304964538999,0.15602836879432599,0,0.15602836879432599,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,281,18,6.4056939501779403E-2,282,44,0.15602836879432599
220,Burroughs EC,3,29,7,13,6,3,0,3,0.24137931034482801,0.44827586206896602,0.20689655172413801,0.10344827586206901,0,0.10344827586206901,30,3,6,9,12,0,12,0.1,0.2,0.3,0.4,0,0.4,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,29,3,0.10344827586206901,30,12,0.4
220,Burroughs EC,4,25,4,10,7,4,0,4,0.16,0.4,0.28000000000000003,0.16,0,0.16,25,3,5,11,6,0,6,0.12,0.2,0.44,0.24,0,0.24,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,27,5,0.18518518518518501,27,7,0.25925925925925902
220,Burroughs EC,5,19,2,9,7,1,0,1,0.105263157894737,0.47368421052631599,0.36842105263157898,5.2631578947368397E-2,0,5.2631578947368397E-2,20,3,13,4,0,0,0,0.15,0.65,0.2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,21,2,9.5238095238095205E-2,22,2,9.0909090909090898E-2
220,Burroughs EC,6,12,2,5,4,1,0,1,0.16666666666666699,0.41666666666666702,0.33333333333333298,8.3333333333333301E-2,0,8.3333333333333301E-2,12,1,5,5,1,0,1,8.3333333333333301E-2,0.41666666666666702,0.41666666666666702,8.3333333333333301E-2,0,8.3333333333333301E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,14,2,0.14285714285714299,14,3,0.214285714285714
220,Burroughs EC,7,23,8,6,3,6,0,6,0.34782608695652201,0.26086956521739102,0.13043478260869601,0.26086956521739102,0,0.26086956521739102,22,5,9,7,1,0,1,0.22727272727272699,0.40909090909090901,0.31818181818181801,4.5454545454545497E-2,0,4.5454545454545497E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,24,7,0.29166666666666702,23,2,8.6956521739130405E-2
220,Burroughs EC,8,13,3,6,3,1,0,1,0.230769230769231,0.46153846153846201,0.230769230769231,7.69230769230769E-2,0,7.69230769230769E-2,13,5,5,3,0,0,0,0.38461538461538503,0.38461538461538503,0.230769230769231,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,13,1,7.69230769230769E-2,13,0,0
220,Burroughs EC,All,121,26,49,30,16,0,16,0.214876033057851,0.40495867768595001,0.247933884297521,0.13223140495867799,0,0.13223140495867799,122,20,43,39,20,0,20,0.16393442622950799,0.35245901639344301,0.31967213114754101,0.16393442622950799,0,0.16393442622950799,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,128,20,0.15625,129,26,0.201550387596899
221,Burrville ES,3,42,24,8,5,5,0,5,0.57142857142857095,0.19047619047618999,0.119047619047619,0.119047619047619,0,0.119047619047619,42,15,10,12,4,1,5,0.35714285714285698,0.238095238095238,0.28571428571428598,9.5238095238095205E-2,2.3809523809523801E-2,0.119047619047619,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,42,5,0.119047619047619,42,5,0.119047619047619
221,Burrville ES,4,28,4,9,7,8,0,8,0.14285714285714299,0.32142857142857101,0.25,0.28571428571428598,0,0.28571428571428598,28,4,8,10,6,0,6,0.14285714285714299,0.28571428571428598,0.35714285714285698,0.214285714285714,0,0.214285714285714,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,28,8,0.28571428571428598,28,6,0.214285714285714
221,Burrville ES,5,25,9,10,6,0,0,0,0.36,0.4,0.24,0,0,0,25,7,14,3,1,0,1,0.28000000000000003,0.56000000000000005,0.12,0.04,0,0.04,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,25,0,0,25,1,0.04
221,Burrville ES,All,95,37,27,18,13,0,13,0.38947368421052603,0.28421052631578902,0.18947368421052599,0.13684210526315799,0,0.13684210526315799,95,26,32,25,11,1,12,0.27368421052631597,0.336842105263158,0.26315789473684198,0.115789473684211,1.05263157894737E-2,0.12631578947368399,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,95,13,0.13684210526315799,95,12,0.12631578947368399
224,Cleveland ES,3,34,2,9,9,14,0,14,5.8823529411764698E-2,0.26470588235294101,0.26470588235294101,0.41176470588235298,0,0.41176470588235298,34,2,0,18,14,0,14,5.8823529411764698E-2,0,0.52941176470588203,0.41176470588235298,0,0.41176470588235298,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,34,14,0.41176470588235298,34,14,0.41176470588235298
224,Cleveland ES,4,39,5,12,12,10,0,10,0.128205128205128,0.30769230769230799,0.30769230769230799,0.256410256410256,0,0.256410256410256,39,5,13,14,6,1,7,0.128205128205128,0.33333333333333298,0.35897435897435898,0.15384615384615399,2.5641025641025599E-2,0.17948717948717899,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,39,10,0.256410256410256,39,7,0.17948717948717899
224,Cleveland ES,5,23,3,4,10,6,0,6,0.13043478260869601,0.173913043478261,0.434782608695652,0.26086956521739102,0,0.26086956521739102,23,1,6,12,4,0,4,4.3478260869565202E-2,0.26086956521739102,0.52173913043478304,0.173913043478261,0,0.173913043478261,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,23,6,0.26086956521739102,23,4,0.173913043478261
224,Cleveland ES,All,96,10,25,31,30,0,30,0.104166666666667,0.26041666666666702,0.32291666666666702,0.3125,0,0.3125,96,8,19,44,24,1,25,8.3333333333333301E-2,0.19791666666666699,0.45833333333333298,0.25,1.0416666666666701E-2,0.26041666666666702,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,96,30,0.3125,96,25,0.26041666666666702
227,H D Cooke ES,3,54,24,16,10,3,1,4,0.44444444444444398,0.296296296296296,0.18518518518518501,5.5555555555555601E-2,1.85185185185185E-2,7.4074074074074098E-2,54,8,17,17,11,1,12,0.148148148148148,0.31481481481481499,0.31481481481481499,0.203703703703704,1.85185185185185E-2,0.22222222222222199,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,54,4,7.4074074074074098E-2,54,12,0.22222222222222199
227,H D Cooke ES,4,41,6,16,13,6,0,6,0.146341463414634,0.39024390243902402,0.31707317073170699,0.146341463414634,0,0.146341463414634,41,5,16,11,9,0,9,0.12195121951219499,0.39024390243902402,0.26829268292682901,0.219512195121951,0,0.219512195121951,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,41,6,0.146341463414634,41,9,0.219512195121951
227,H D Cooke ES,5,47,19,14,13,1,0,1,0.40425531914893598,0.29787234042553201,0.27659574468085102,2.1276595744680899E-2,0,2.1276595744680899E-2,47,6,30,8,3,0,3,0.12765957446808501,0.63829787234042601,0.170212765957447,6.3829787234042507E-2,0,6.3829787234042507E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,47,1,2.1276595744680899E-2,47,3,6.3829787234042507E-2
227,H D Cooke ES,All,142,49,46,36,10,1,11,0.34507042253521097,0.323943661971831,0.25352112676056299,7.0422535211267595E-2,7.0422535211267599E-3,7.7464788732394402E-2,142,19,63,36,23,1,24,0.13380281690140799,0.44366197183098599,0.25352112676056299,0.161971830985915,7.0422535211267599E-3,0.169014084507042,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,142,11,7.7464788732394402E-2,142,24,0.169014084507042
231,Drew ES,3,22,6,4,7,5,0,5,0.27272727272727298,0.18181818181818199,0.31818181818181801,0.22727272727272699,0,0.22727272727272699,22,7,3,8,4,0,4,0.31818181818181801,0.13636363636363599,0.36363636363636398,0.18181818181818199,0,0.18181818181818199,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,22,5,0.22727272727272699,22,4,0.18181818181818199
231,Drew ES,4,16,4,6,4,2,0,2,0.25,0.375,0.25,0.125,0,0.125,16,5,4,5,2,0,2,0.3125,0.25,0.3125,0.125,0,0.125,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,16,2,0.125,16,2,0.125
231,Drew ES,5,16,4,8,4,0,0,0,0.25,0.5,0.25,0,0,0,16,2,3,4,7,0,7,0.125,0.1875,0.25,0.4375,0,0.4375,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,16,0,0,16,7,0.4375
231,Drew ES,All,54,14,18,15,7,0,7,0.25925925925925902,0.33333333333333298,0.27777777777777801,0.12962962962963001,0,0.12962962962963001,54,14,10,17,13,0,13,0.25925925925925902,0.18518518518518501,0.31481481481481499,0.240740740740741,0,0.240740740740741,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,54,7,0.12962962962963001,54,13,0.240740740740741
232,Eaton ES,3,66,5,7,18,34,2,36,7.5757575757575801E-2,0.10606060606060599,0.27272727272727298,0.51515151515151503,3.03030303030303E-2,0.54545454545454497,67,1,11,16,31,8,39,1.49253731343284E-2,0.164179104477612,0.238805970149254,0.462686567164179,0.119402985074627,0.58208955223880599,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,66,36,0.54545454545454497,67,39,0.58208955223880599
232,Eaton ES,4,76,3,4,10,39,20,59,3.94736842105263E-2,5.2631578947368397E-2,0.13157894736842099,0.51315789473684204,0.26315789473684198,0.77631578947368396,76,4,6,8,53,5,58,5.2631578947368397E-2,7.8947368421052599E-2,0.105263157894737,0.69736842105263197,6.5789473684210495E-2,0.76315789473684204,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,76,59,0.77631578947368396,76,58,0.76315789473684204
232,Eaton ES,5,65,2,3,9,39,12,51,3.0769230769230799E-2,4.6153846153846198E-2,0.138461538461538,0.6,0.18461538461538499,0.78461538461538505,65,2,6,14,32,11,43,3.0769230769230799E-2,9.2307692307692299E-2,0.21538461538461501,0.492307692307692,0.16923076923076899,0.66153846153846196,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,65,51,0.78461538461538505,65,43,0.66153846153846196
232,Eaton ES,All,207,10,14,37,112,34,146,4.8309178743961401E-2,6.7632850241545903E-2,0.17874396135265699,0.541062801932367,0.164251207729469,0.70531400966183599,208,7,23,38,116,24,140,3.3653846153846201E-2,0.110576923076923,0.18269230769230799,0.55769230769230804,0.115384615384615,0.67307692307692302,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,207,146,0.70531400966183599,208,140,0.67307692307692302
238,Garfield ES,3,31,10,10,8,3,0,3,0.32258064516128998,0.32258064516128998,0.25806451612903197,9.6774193548387094E-2,0,9.6774193548387094E-2,31,7,8,10,6,0,6,0.225806451612903,0.25806451612903197,0.32258064516128998,0.19354838709677399,0,0.19354838709677399,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,31,3,9.6774193548387094E-2,31,6,0.19354838709677399
238,Garfield ES,4,42,19,15,6,2,0,2,0.452380952380952,0.35714285714285698,0.14285714285714299,4.7619047619047603E-2,0,4.7619047619047603E-2,42,17,12,9,4,0,4,0.40476190476190499,0.28571428571428598,0.214285714285714,9.5238095238095205E-2,0,9.5238095238095205E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,42,2,4.7619047619047603E-2,42,4,9.5238095238095205E-2
238,Garfield ES,5,17,8,4,4,1,0,1,0.47058823529411797,0.23529411764705899,0.23529411764705899,5.8823529411764698E-2,0,5.8823529411764698E-2,17,5,10,2,0,0,0,0.29411764705882398,0.58823529411764697,0.11764705882352899,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,17,1,5.8823529411764698E-2,17,0,0
238,Garfield ES,All,90,37,29,18,6,0,6,0.41111111111111098,0.32222222222222202,0.2,6.6666666666666693E-2,0,6.6666666666666693E-2,90,29,30,21,10,0,10,0.32222222222222202,0.33333333333333298,0.233333333333333,0.11111111111111099,0,0.11111111111111099,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,90,6,6.6666666666666693E-2,90,10,0.11111111111111099
239,Garrison ES,3,12,4,2,5,1,0,1,0.33333333333333298,0.16666666666666699,0.41666666666666702,8.3333333333333301E-2,0,8.3333333333333301E-2,12,4,5,1,2,0,2,0.33333333333333298,0.41666666666666702,8.3333333333333301E-2,0.16666666666666699,0,0.16666666666666699,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,12,1,8.3333333333333301E-2,12,2,0.16666666666666699
239,Garrison ES,4,23,10,8,5,0,0,0,0.434782608695652,0.34782608695652201,0.217391304347826,0,0,0,24,10,6,6,2,0,2,0.41666666666666702,0.25,0.25,8.3333333333333301E-2,0,8.3333333333333301E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,25,1,0.04,26,4,0.15384615384615399
239,Garrison ES,5,10,5,3,1,1,0,1,0.5,0.3,0.1,0.1,0,0.1,11,8,1,1,1,0,1,0.72727272727272696,9.0909090909090898E-2,9.0909090909090898E-2,9.0909090909090898E-2,0,9.0909090909090898E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,12,3,0.25,13,3,0.230769230769231
239,Garrison ES,All,45,19,13,11,2,0,2,0.422222222222222,0.28888888888888897,0.24444444444444399,4.4444444444444398E-2,0,4.4444444444444398E-2,47,22,12,8,5,0,5,0.46808510638297901,0.25531914893617003,0.170212765957447,0.10638297872340401,0,0.10638297872340401,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,49,5,0.102040816326531,51,9,0.17647058823529399
246,Hardy MS,6,122,24,42,31,24,1,25,0.19672131147541,0.34426229508196698,0.25409836065573799,0.19672131147541,8.1967213114754103E-3,0.204918032786885,120,16,40,35,25,4,29,0.133333333333333,0.33333333333333298,0.29166666666666702,0.20833333333333301,3.3333333333333298E-2,0.241666666666667,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,125,25,0.2,123,30,0.24390243902438999
246,Hardy MS,7,105,20,26,30,22,7,29,0.19047619047618999,0.24761904761904799,0.28571428571428598,0.20952380952381,6.6666666666666693E-2,0.27619047619047599,107,10,22,50,25,0,25,9.34579439252336E-2,0.20560747663551401,0.467289719626168,0.233644859813084,0,0.233644859813084,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,107,29,0.27102803738317799,109,25,0.22935779816513799
246,Hardy MS,8,129,32,31,35,30,1,31,0.24806201550387599,0.24031007751937999,0.27131782945736399,0.232558139534884,7.7519379844961196E-3,0.24031007751937999,129,33,39,33,23,1,24,0.25581395348837199,0.30232558139534899,0.25581395348837199,0.178294573643411,7.7519379844961196E-3,0.186046511627907,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,129,31,0.24031007751937999,129,24,0.186046511627907
246,Hardy MS,All,356,76,99,96,76,9,85,0.213483146067416,0.27808988764044901,0.26966292134831499,0.213483146067416,2.5280898876404501E-2,0.23876404494382,356,59,101,118,73,5,78,0.16573033707865201,0.28370786516853902,0.33146067415730301,0.20505617977528101,1.40449438202247E-2,0.21910112359550599,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,361,85,0.235457063711911,361,79,0.21883656509695301
