School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA - # of English Language Arts (ELA) Test Takers,MSAA - ELA -  # Level 1,MSAA - ELA - # Level 2,MSAA - ELA - # Level 3,MSAA - ELA - # Level 4,MSAA - ELA # Proficient,MSAA - ELA - % Level 1,MSAA - ELA - % Level 2,MSAA - ELA - % Level 3,MSAA - ELA - % Level 4,MSAA - ELA - % Proficient,MSAA - # of Math Test Takers,MSAA - Math -  # Level 1,MSAA - Math - # Level 2,MSAA - Math - # Level 3,MSAA - Math - # Level 4,MSAA - Math # Proficient,MSAA - Math - % Level 1,MSAA - Math - % Level 2,MSAA - Math - % Level 3,MSAA - Math - % Level 4,MSAA - Math - % Proficient
454,Cardozo Education Campus,8,47,19,11,8,8,1,9,0.404,0.234,0.17,0.17,2.13E-02,0.191,47,30,11,4,2,0,2,0.638,0.234,8.51E-02,4.26E-02,0,4.26E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
454,Cardozo Education Campus,ALL,226,104,51,41,25,5,30,0.46,0.226,0.181,0.111,2.21E-02,0.133,226,97,94,26,8,1,9,0.429,0.416,0.115,3.54E-02,4.42E-03,3.98E-02,13,2,2,8,1,9,0.154,0.154,0.615,7.69E-02,0.692,13,1,3,9,0,9,7.69E-02,0.231,0.692,0,0.692
454,Cardozo Education Campus,HS,96,61,18,12,5,0,5,0.635,0.188,0.125,5.21E-02,0,5.21E-02,97,34,50,10,2,1,3,0.351,0.515,0.103,2.06E-02,1.03E-02,3.09E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
455,Coolidge High School,ALL,60,28,16,10,6,0,6,0.467,0.267,0.167,0.1,0,0.1,57,24,28,5,0,0,0,0.421,0.491,8.77E-02,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
455,Coolidge High School,HS,60,28,16,10,6,0,6,0.467,0.267,0.167,0.1,0,0.1,57,24,28,5,0,0,0,0.421,0.491,8.77E-02,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
456,Roosevelt STAY High School,ALL,19,17,2,0,0,0,0,0.895,0.105,0,0,0,0,24,13,11,0,0,0,0,0.542,0.458,0,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
456,Roosevelt STAY High School,HS,19,17,2,0,0,0,0,0.895,0.105,0,0,0,0,24,13,11,0,0,0,0,0.542,0.458,0,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
457,Eastern High School,ALL,128,46,23,27,23,9,32,0.359,0.18,0.211,0.18,7.03E-02,0.25,136,33,84,19,0,0,0,0.243,0.618,0.14,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
457,Eastern High School,HS,128,46,23,27,23,9,32,0.359,0.18,0.211,0.18,7.03E-02,0.25,136,33,84,19,0,0,0,0.243,0.618,0.14,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
458,McKinley Technology High School,ALL,171,5,13,41,90,22,112,2.92E-02,7.60E-02,0.24,0.526,0.129,0.655,185,7,47,73,55,3,58,3.78E-02,0.254,0.395,0.297,1.62E-02,0.314,.,,,,,,,,,,,.,,,,,,,,,,
458,McKinley Technology High School,HS,171,5,13,41,90,22,112,2.92E-02,7.60E-02,0.24,0.526,0.129,0.655,185,7,47,73,55,3,58,3.78E-02,0.254,0.395,0.297,1.62E-02,0.314,.,,,,,,,,,,,.,,,,,,,,,,
459,Roosevelt High School,ALL,134,86,21,17,9,1,10,0.642,0.157,0.127,6.72E-02,7.46E-03,7.46E-02,137,51,64,17,5,0,5,0.372,0.467,0.124,3.65E-02,0,3.65E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
459,Roosevelt High School,HS,134,86,21,17,9,1,10,0.642,0.157,0.127,6.72E-02,7.46E-03,7.46E-02,137,51,64,17,5,0,5,0.372,0.467,0.124,3.65E-02,0,3.65E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
462,Ballou STAY High School,ALL,12,8,3,1,0,0,0,0.667,0.25,8.33E-02,0,0,0,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
462,Ballou STAY High School,HS,12,8,3,1,0,0,0,0.667,0.25,8.33E-02,0,0,0,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
463,Woodrow Wilson High School,ALL,441,78,39,68,140,116,256,0.177,8.84E-02,0.154,0.317,0.263,0.58,416,44,124,114,121,13,134,0.106,0.298,0.274,0.291,3.13E-02,0.322,.,,,,,,,,,,,.,,,,,,,,,,
463,Woodrow Wilson High School,HS,441,78,39,68,140,116,256,0.177,8.84E-02,0.154,0.317,0.263,0.58,416,44,124,114,121,13,134,0.106,0.298,0.274,0.291,3.13E-02,0.322,.,,,,,,,,,,,.,,,,,,,,,,
464,H.D. Woodson High School,ALL,85,43,21,15,5,1,6,0.506,0.247,0.176,5.88E-02,1.18E-02,7.06E-02,89,28,49,10,2,0,2,0.315,0.551,0.112,2.25E-02,0,2.25E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
464,H.D. Woodson High School,HS,85,43,21,15,5,1,6,0.506,0.247,0.176,5.88E-02,1.18E-02,7.06E-02,89,28,49,10,2,0,2,0.315,0.551,0.112,2.25E-02,0,2.25E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
466,School Without Walls High School,ALL,137,0,4,5,40,88,128,0,2.92E-02,3.65E-02,0.292,0.642,0.934,132,0,2,19,94,17,111,0,1.52E-02,0.144,0.712,0.129,0.841,.,,,,,,,,,,,.,,,,,,,,,,
466,School Without Walls High School,HS,137,0,4,5,40,88,128,0,2.92E-02,3.65E-02,0.292,0.642,0.934,132,0,2,19,94,17,111,0,1.52E-02,0.144,0.712,0.129,0.841,.,,,,,,,,,,,.,,,,,,,,,,
467,Dunbar High School,ALL,209,100,39,37,33,0,33,0.478,0.187,0.177,0.158,0,0.158,221,71,114,35,1,0,1,0.321,0.516,0.158,4.52E-03,0,4.52E-03,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
467,Dunbar High School,HS,209,100,39,37,33,0,33,0.478,0.187,0.177,0.158,0,0.158,221,71,114,35,1,0,1,0.321,0.516,0.158,4.52E-03,0,4.52E-03,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
471,Duke Ellington School of the Arts,ALL,141,7,10,41,57,26,83,4.96E-02,7.09E-02,0.291,0.404,0.184,0.589,145,12,55,52,26,0,26,8.28E-02,0.379,0.359,0.179,0,0.179,.,,,,,,,,,,,.,,,,,,,,,,
471,Duke Ellington School of the Arts,HS,141,7,10,41,57,26,83,4.96E-02,7.09E-02,0.291,0.404,0.184,0.589,145,12,55,52,26,0,26,8.28E-02,0.379,0.359,0.179,0,0.179,.,,,,,,,,,,,.,,,,,,,,,,
474,Washington Metropolitan High School,8,10,8,0,0,2,0,2,0.8,0,0,0.2,0,0.2,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
474,Washington Metropolitan High School,ALL,20,17,1,0,2,0,2,0.85,0.05,0,0.1,0,0.1,21,10,10,1,0,0,0,0.476,0.476,4.76E-02,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
474,Washington Metropolitan High School,HS,10,9,1,0,0,0,0,0.9,0.1,0,0,0,0,14,7,6,1,0,0,0,0.5,0.429,7.14E-02,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
478,"Phelps Architecture, Construction and Engineering High School",ALL,65,15,12,25,12,1,13,0.231,0.185,0.385,0.185,1.54E-02,0.2,64,4,27,29,4,0,4,6.25E-02,0.422,0.453,6.25E-02,0,6.25E-02,.,,,,,,,,,,,.,,,,,,,,,,
478,"Phelps Architecture, Construction and Engineering High School",HS,65,15,12,25,12,1,13,0.231,0.185,0.385,0.185,1.54E-02,0.2,64,4,27,29,4,0,4,6.25E-02,0.422,0.453,6.25E-02,0,6.25E-02,.,,,,,,,,,,,.,,,,,,,,,,
861,Youth Services Center,ALL,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
861,Youth Services Center,HS,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
884,Luke C. Moore High School,ALL,n < 10,,,,,,,,,,,,,19,8,10,1,0,0,0,0.421,0.526,5.26E-02,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
884,Luke C. Moore High School,HS,n < 10,,,,,,,,,,,,,19,8,10,1,0,0,0,0.421,0.526,5.26E-02,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,3,44,2,5,8,29,0,29,4.55E-02,0.114,0.182,0.659,0,0.659,44,2,2,9,20,11,31,4.55E-02,4.55E-02,0.205,0.455,0.25,0.705,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,4,42,0,2,7,25,8,33,0,4.76E-02,0.167,0.595,0.19,0.786,42,0,3,6,23,10,33,0,7.14E-02,0.143,0.548,0.238,0.786,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,5,15,0,1,0,13,1,14,0,6.67E-02,0,0.867,6.67E-02,0.933,15,1,1,2,10,1,11,6.67E-02,6.67E-02,0.133,0.667,6.67E-02,0.733,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,ALL,101,2,8,15,67,9,76,1.98E-02,7.92E-02,0.149,0.663,8.91E-02,0.752,101,3,6,17,53,22,75,2.97E-02,5.94E-02,0.168,0.525,0.218,0.743,.,,,,,,,,,,,.,,,,,,,,,,
950,Inspiring Youth Program,ALL,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
950,Inspiring Youth Program,HS,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,.,,,,,,,,,,,.,,,,,,,,,,
DCPS,DC Public Schools,3,3762,914,735,766,1188,159,1347,0.243,0.195,0.204,0.316,4.23E-02,0.358,3759,546,638,948,1227,400,1627,0.145,0.17,0.252,0.326,0.106,0.433,17,6,1,6,4,10,0.353,5.88E-02,0.353,0.235,0.588,17,3,4,6,4,10,0.176,0.235,0.353,0.235,0.588
DCPS,DC Public Schools,4,3661,630,677,838,1030,486,1516,0.172,0.185,0.229,0.281,0.133,0.414,3658,599,769,836,1219,235,1454,0.164,0.21,0.229,0.333,6.42E-02,0.397,41,12,8,17,4,21,0.293,0.195,0.415,9.76E-02,0.512,41,7,12,13,9,22,0.171,0.293,0.317,0.22,0.537
DCPS,DC Public Schools,5,3478,617,766,830,1044,221,1265,0.177,0.22,0.239,0.3,6.35E-02,0.364,3475,493,949,871,928,234,1162,0.142,0.273,0.251,0.267,6.73E-02,0.334,43,9,11,16,7,23,0.209,0.256,0.372,0.163,0.535,44,6,9,19,10,29,0.136,0.205,0.432,0.227,0.659
DCPS,DC Public Schools,6,2601,407,552,631,769,242,1011,0.156,0.212,0.243,0.296,9.30E-02,0.389,2596,625,687,622,554,108,662,0.241,0.265,0.24,0.213,4.16E-02,0.255,46,12,12,14,8,22,0.261,0.261,0.304,0.174,0.478,45,9,16,13,7,20,0.2,0.356,0.289,0.156,0.444
DCPS,DC Public Schools,7,2278,346,398,450,631,453,1084,0.152,0.175,0.198,0.277,0.199,0.476,2271,290,710,611,490,170,660,0.128,0.313,0.269,0.216,7.49E-02,0.291,28,9,4,9,6,15,0.321,0.143,0.321,0.214,0.536,28,7,6,9,6,15,0.25,0.214,0.321,0.214,0.536
DCPS,DC Public Schools,8,2265,412,390,446,689,328,1017,0.182,0.172,0.197,0.304,0.145,0.449,2258,803,491,402,475,87,562,0.356,0.217,0.178,0.21,3.85E-02,0.249,37,15,11,8,3,11,0.405,0.297,0.216,8.11E-02,0.297,36,9,9,14,4,18,0.25,0.25,0.389,0.111,0.5
DCPS,DC Public Schools,ALL,20379,4060,3831,4348,5917,2223,8140,0.199,0.188,0.213,0.29,0.109,0.399,20393,3844,5163,4779,5316,1291,6607,0.188,0.253,0.234,0.261,6.33E-02,0.324,242,67,53,84,38,122,0.277,0.219,0.347,0.157,0.504,241,48,61,89,43,132,0.199,0.253,0.369,0.178,0.548
DCPS,DC Public Schools,HS,2334,734,313,387,566,334,900,0.314,0.134,0.166,0.243,0.143,0.386,2376,488,919,489,423,57,480,0.205,0.387,0.206,0.178,2.40E-02,0.202,30,4,6,14,6,20,0.133,0.2,0.467,0.2,0.667,30,7,5,15,3,18,0.233,0.167,0.5,0.1,0.6
