,,,DATA AS OF: August 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,




School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA - # of English Language Arts (ELA) Test Takers,MSAA - ELA -  # Level 1,MSAA - ELA - # Level 2,MSAA - ELA - # Level 3,MSAA - ELA - # Level 4,MSAA - ELA # Proficient,MSAA - ELA - % Level 1,MSAA - ELA - % Level 2,MSAA - ELA - % Level 3,MSAA - ELA - % Level 4,MSAA - ELA - % Proficient,MSAA - # of Math Test Takers,MSAA - Math -  # Level 1,MSAA - Math - # Level 2,MSAA - Math - # Level 3,MSAA - Math - # Level 4,MSAA - Math # Proficient,MSAA - Math - % Level 1,MSAA - Math - % Level 2,MSAA - Math - % Level 3,MSAA - Math - % Level 4,MSAA - Math - % Proficient
291,Lawrence E. Boone Elementary School,05,47,11,11,12,12,1,13,0.234,0.234,0.255,0.255,2.1276595744680851E-2,0.277,47,1,20,20,6,0,6,2.1276595744680851E-2,0.426,0.426,0.128,0.000,0.128,.,,,,,,,,,,,.,,,,,,,,,,
291,Lawrence E. Boone Elementary School,ALL,152,50,38,36,26,2,28,0.329,0.250,0.237,0.171,1.3157894736842105E-2,0.184,151,30,52,53,15,1,16,0.199,0.344,0.351,9.9337748344370855E-2,6.6225165562913907E-3,0.106,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,03,75,8,11,14,39,3,42,0.107,0.147,0.187,0.520,0.040,0.560,75,3,6,20,33,13,46,0.040,0.080,0.267,0.440,0.173,0.613,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,04,64,2,3,13,28,18,46,3.125E-2,4.6875E-2,0.203,0.438,0.281,0.719,64,2,7,7,43,5,48,3.125E-2,0.109,0.109,0.672,7.8125E-2,0.750,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,05,70,4,5,9,38,14,52,5.7142857142857141E-2,7.1428571428571425E-2,0.129,0.543,0.200,0.743,70,5,11,21,25,8,33,7.1428571428571425E-2,0.157,0.300,0.357,0.114,0.471,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,06,68,1,1,9,47,10,57,1.4705882352941176E-2,1.4705882352941176E-2,0.132,0.691,0.147,0.838,68,1,8,27,26,6,32,1.4705882352941176E-2,0.118,0.397,0.382,8.8235294117647065E-2,0.471,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,07,67,0,3,5,29,30,59,0.000,4.4776119402985072E-2,7.4626865671641784E-2,0.433,0.448,0.881,66,1,6,23,29,7,36,1.5151515151515152E-2,9.0909090909090912E-2,0.348,0.439,0.106,0.545,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,08,67,2,1,10,30,24,54,2.9850746268656716E-2,1.4925373134328358E-2,0.149,0.448,0.358,0.806,67,6,10,12,32,7,39,8.9552238805970144E-2,0.149,0.179,0.478,0.104,0.582,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,ALL,411,17,24,60,211,99,310,4.1362530413625302E-2,5.8394160583941604E-2,0.146,0.513,0.241,0.754,410,18,48,110,188,46,234,4.3902439024390241E-2,0.117,0.268,0.459,0.112,0.571,.,,,,,,,,,,,.,,,,,,,,,,
294,Patterson Elementary School,03,45,16,12,9,8,0,8,0.356,0.267,0.200,0.178,0.000,0.178,45,7,14,15,8,1,9,0.156,0.311,0.333,0.178,2.2222222222222223E-2,0.200,.,,,,,,,,,,,.,,,,,,,,,,
294,Patterson Elementary School,04,53,19,16,13,5,0,5,0.358,0.302,0.245,9.4339622641509441E-2,0.000,9.4339622641509441E-2,53,23,15,9,6,0,6,0.434,0.283,0.170,0.113,0.000,0.113,.,,,,,,,,,,,.,,,,,,,,,,
294,Patterson Elementary School,05,40,15,8,11,6,0,6,0.375,0.200,0.275,0.150,0.000,0.150,40,8,22,6,4,0,4,0.200,0.550,0.150,0.100,0.000,0.100,.,,,,,,,,,,,.,,,,,,,,,,
294,Patterson Elementary School,ALL,138,50,36,33,19,0,19,0.362,0.261,0.239,0.138,0.000,0.138,138,38,51,30,18,1,19,0.275,0.370,0.217,0.130,7.246376811594203E-3,0.138,.,,,,,,,,,,,.,,,,,,,,,,
295,Payne Elementary School,03,40,11,10,10,9,0,9,0.275,0.250,0.250,0.225,0.000,0.225,40,5,7,13,13,2,15,0.125,0.175,0.325,0.325,0.050,0.375,.,,,,,,,,,,,.,,,,,,,,,,
295,Payne Elementary School,04,40,11,5,15,8,1,9,0.275,0.125,0.375,0.200,2.5000000000000001E-2,0.225,40,9,6,15,9,1,10,0.225,0.150,0.375,0.225,2.5000000000000001E-2,0.250,.,,,,,,,,,,,.,,,,,,,,,,
295,Payne Elementary School,05,39,2,8,8,21,0,21,5.128205128205128E-2,0.205,0.205,0.538,0.000,0.538,39,1,8,14,15,1,16,2.564102564102564E-2,0.205,0.359,0.385,2.564102564102564E-2,0.410,.,,,,,,,,,,,.,,,,,,,,,,
295,Payne Elementary School,ALL,119,24,23,33,38,1,39,0.202,0.193,0.277,0.319,8.4033613445378148E-3,0.328,119,15,21,42,37,4,41,0.126,0.176,0.353,0.311,3.3613445378151259E-2,0.345,.,,,,,,,,,,,.,,,,,,,,,,
296,Bruce-Monroe Elementary School @ Park View,03,54,12,9,18,13,2,15,0.222,0.167,0.333,0.241,3.7037037037037035E-2,0.278,54,6,11,16,19,2,21,0.111,0.204,0.296,0.352,3.7037037037037035E-2,0.389,.,,,,,,,,,,,.,,,,,,,,,,
296,Bruce-Monroe Elementary School @ Park View,04,49,2,3,8,27,9,36,4.0816326530612242E-2,6.1224489795918366E-2,0.163,0.551,0.184,0.735,49,2,12,16,16,3,19,4.0816326530612242E-2,0.245,0.327,0.327,6.1224489795918366E-2,0.388,.,,,,,,,,,,,.,,,,,,,,,,
296,Bruce-Monroe Elementary School @ Park View,05,48,11,14,15,8,0,8,0.229,0.292,0.312,0.167,0.000,0.167,48,4,10,14,18,2,20,8.3333333333333329E-2,0.208,0.292,0.375,4.1666666666666664E-2,0.417,.,,,,,,,,,,,.,,,,,,,,,,
296,Bruce-Monroe Elementary School @ Park View,ALL,151,25,26,41,48,11,59,0.166,0.172,0.272,0.318,7.2847682119205295E-2,0.391,151,12,33,46,53,7,60,7.9470198675496692E-2,0.219,0.305,0.351,4.6357615894039736E-2,0.397,.,,,,,,,,,,,.,,,,,,,,,,
299,Plummer Elementary School,03,40,9,10,10,11,0,11,0.225,0.250,0.250,0.275,0.000,0.275,40,5,13,11,8,3,11,0.125,0.325,0.275,0.200,7.4999999999999997E-2,0.275,.,,,,,,,,,,,.,,,,,,,,,,
299,Plummer Elementary School,04,47,19,9,7,11,1,12,0.404,0.191,0.149,0.234,2.1276595744680851E-2,0.255,47,17,9,13,8,0,8,0.362,0.191,0.277,0.170,0.000,0.170,.,,,,,,,,,,,.,,,,,,,,,,
299,Plummer Elementary School,05,52,15,15,13,9,0,9,0.288,0.288,0.250,0.173,0.000,0.173,52,15,22,9,6,0,6,0.288,0.423,0.173,0.115,0.000,0.115,.,,,,,,,,,,,.,,,,,,,,,,
299,Plummer Elementary School,ALL,139,43,34,30,31,1,32,0.309,0.245,0.216,0.223,7.1942446043165471E-3,0.230,139,37,44,33,22,3,25,0.266,0.317,0.237,0.158,2.1582733812949641E-2,0.180,.,,,,,,,,,,,.,,,,,,,,,,
300,Powell Elementary School,03,82,15,24,17,23,3,26,0.183,0.293,0.207,0.280,3.6585365853658534E-2,0.317,82,6,25,23,24,4,28,7.3170731707317069E-2,0.305,0.280,0.293,4.878048780487805E-2,0.341,.,,,,,,,,,,,.,,,,,,,,,,
300,Powell Elementary School,04,67,8,18,17,17,7,24,0.119,0.269,0.254,0.254,0.104,0.358,67,8,18,18,20,3,23,0.119,0.269,0.269,0.299,4.4776119402985072E-2,0.343,.,,,,,,,,,,,.,,,,,,,,,,
300,Powell Elementary School,05,63,11,24,17,11,0,11,0.175,0.381,0.270,0.175,0.000,0.175,63,6,11,21,20,5,25,9.5238095238095233E-2,0.175,0.333,0.317,7.9365079365079361E-2,0.397,.,,,,,,,,,,,.,,,,,,,,,,
300,Powell Elementary School,ALL,212,34,66,51,51,10,61,0.160,0.311,0.241,0.241,4.716981132075472E-2,0.288,212,20,54,62,64,12,76,9.4339622641509441E-2,0.255,0.292,0.302,5.6603773584905662E-2,0.358,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,03,48,16,13,12,7,0,7,0.333,0.271,0.250,0.146,0.000,0.146,49,2,11,14,21,1,22,4.0816326530612242E-2,0.224,0.286,0.429,2.0408163265306121E-2,0.449,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,04,58,6,14,22,16,0,16,0.103,0.241,0.379,0.276,0.000,0.276,57,7,13,17,19,1,20,0.123,0.228,0.298,0.333,1.7543859649122806E-2,0.351,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,05,51,12,10,15,13,1,14,0.235,0.196,0.294,0.255,1.9607843137254902E-2,0.275,51,4,7,20,17,3,20,7.8431372549019607E-2,0.137,0.392,0.333,5.8823529411764705E-2,0.392,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,07,35,2,2,12,13,6,19,5.7142857142857141E-2,5.7142857142857141E-2,0.343,0.371,0.171,0.543,35,2,7,18,8,0,8,5.7142857142857141E-2,0.200,0.514,0.229,0.000,0.229,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,08,54,11,12,10,17,4,21,0.204,0.222,0.185,0.315,7.407407407407407E-2,0.389,56,21,15,12,8,0,8,0.375,0.268,0.214,0.143,0.000,0.143,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,ALL,246,47,51,71,66,11,77,0.191,0.207,0.289,0.268,4.4715447154471545E-2,0.313,248,36,53,81,73,5,78,0.145,0.214,0.327,0.294,2.0161290322580645E-2,0.315,.,,,,,,,,,,,.,,,,,,,,,,
304,River Terrace Education Campus,04,.,,,,,,,,,,,,,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
304,River Terrace Education Campus,05,.,,,,,,,,,,,,,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
304,River Terrace Education Campus,06,.,,,,,,,,,,,,,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
304,River Terrace Education Campus,07,.,,,,,,,,,,,,,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
304,River Terrace Education Campus,08,.,,,,,,,,,,,,,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
304,River Terrace Education Campus,ALL,.,,,,,,,,,,,,,.,,,,,,,,,,,,,31,18,2,11,0,11,0.581,6.4516129032258063E-2,0.355,0.000,0.355,31,16,4,9,2,11,0.516,0.129,0.290,6.4516129032258063E-2,0.355
304,River Terrace Education Campus,HS,.,,,,,,,,,,,,,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
305,Ross Elementary School,03,24,0,0,2,13,9,22,0.000,0.000,8.3333333333333329E-2,0.542,0.375,0.917,24,0,0,4,13,7,20,0.000,0.000,0.167,0.542,0.292,0.833,.,,,,,,,,,,,.,,,,,,,,,,
305,Ross Elementary School,04,23,0,0,2,9,12,21,0.000,0.000,8.6956521739130432E-2,0.391,0.522,0.913,23,0,1,4,15,3,18,0.000,4.3478260869565216E-2,0.174,0.652,0.130,0.783,.,,,,,,,,,,,.,,,,,,,,,,
305,Ross Elementary School,05,20,0,0,2,12,6,18,0.000,0.000,0.100,0.600,0.300,0.900,20,0,2,5,8,5,13,0.000,0.100,0.250,0.400,0.250,0.650,.,,,,,,,,,,,.,,,,,,,,,,
305,Ross Elementary School,ALL,67,0,0,6,34,27,61,0.000,0.000,8.9552238805970144E-2,0.507,0.403,0.910,67,0,3,13,36,15,51,0.000,4.4776119402985072E-2,0.194,0.537,0.224,0.761,.,,,,,,,,,,,.,,,,,,,,,,
307,Savoy Elementary School,03,45,18,17,9,1,0,1,0.400,0.378,0.200,2.2222222222222223E-2,0.000,2.2222222222222223E-2,45,9,16,17,3,0,3,0.200,0.356,0.378,6.6666666666666666E-2,0.000,6.6666666666666666E-2,.,,,,,,,,,,,.,,,,,,,,,,
307,Savoy Elementary School,04,33,7,8,12,5,1,6,0.212,0.242,0.364,0.152,3.0303030303030304E-2,0.182,33,10,12,8,3,0,3,0.303,0.364,0.242,9.0909090909090912E-2,0.000,9.0909090909090912E-2,.,,,,,,,,,,,.,,,,,,,,,,
307,Savoy Elementary School,05,41,6,13,16,6,0,6,0.146,0.317,0.390,0.146,0.000,0.146,41,12,15,12,2,0,2,0.293,0.366,0.293,4.878048780487805E-2,0.000,4.878048780487805E-2,.,,,,,,,,,,,.,,,,,,,,,,
307,Savoy Elementary School,ALL,119,31,38,37,12,1,13,0.261,0.319,0.311,0.101,8.4033613445378148E-3,0.109,119,31,43,37,8,0,8,0.261,0.361,0.311,6.7226890756302518E-2,0.000,6.7226890756302518E-2,.,,,,,,,,,,,.,,,,,,,,,,
308,Malcolm X Elementary School @ Green,03,22,10,4,6,2,0,2,0.455,0.182,0.273,9.0909090909090912E-2,0.000,9.0909090909090912E-2,22,3,4,8,7,0,7,0.136,0.182,0.364,0.318,0.000,0.318,.,,,,,,,,,,,.,,,,,,,,,,
308,Malcolm X Elementary School @ Green,04,34,13,14,4,3,0,3,0.382,0.412,0.118,8.8235294117647065E-2,0.000,8.8235294117647065E-2,34,10,13,9,2,0,2,0.294,0.382,0.265,5.8823529411764705E-2,0.000,5.8823529411764705E-2,.,,,,,,,,,,,.,,,,,,,,,,
308,Malcolm X Elementary School @ Green,05,30,6,12,8,4,0,4,0.200,0.400,0.267,0.133,0.000,0.133,30,1,15,10,4,0,4,3.3333333333333333E-2,0.500,0.333,0.133,0.000,0.133,.,,,,,,,,,,,.,,,,,,,,,,
308,Malcolm X Elementary School @ Green,ALL,86,29,30,18,9,0,9,0.337,0.349,0.209,0.105,0.000,0.105,86,14,32,27,13,0,13,0.163,0.372,0.314,0.151,0.000,0.151,.,,,,,,,,,,,.,,,,,,,,,,
309,Seaton Elementary School,03,41,5,13,10,13,0,13,0.122,0.317,0.244,0.317,0.000,0.317,41,3,7,15,13,3,16,7.3170731707317069E-2,0.171,0.366,0.317,7.3170731707317069E-2,0.390,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
309,Seaton Elementary School,04,41,8,10,10,9,4,13,0.195,0.244,0.244,0.220,9.7560975609756101E-2,0.317,41,4,10,9,17,1,18,9.7560975609756101E-2,0.244,0.220,0.415,2.4390243902439025E-2,0.439,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
309,Seaton Elementary School,05,35,4,6,13,10,2,12,0.114,0.171,0.371,0.286,5.7142857142857141E-2,0.343,35,0,8,10,15,2,17,0.000,0.229,0.286,0.429,5.7142857142857141E-2,0.486,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
309,Seaton Elementary School,ALL,117,17,29,33,32,6,38,0.145,0.248,0.282,0.274,5.128205128205128E-2,0.325,117,7,25,34,45,6,51,5.9829059829059832E-2,0.214,0.291,0.385,5.128205128205128E-2,0.436,11,3,3,4,1,5,0.273,0.273,0.364,9.0909090909090912E-2,0.455,11,3,3,3,2,5,0.273,0.273,0.273,0.182,0.455
313,Shepherd Elementary School,03,59,3,6,17,28,5,33,5.0847457627118647E-2,0.102,0.288,0.475,8.4745762711864403E-2,0.559,59,2,3,10,30,14,44,3.3898305084745763E-2,5.0847457627118647E-2,0.169,0.508,0.237,0.746,.,,,,,,,,,,,.,,,,,,,,,,
313,Shepherd Elementary School,04,47,2,7,9,18,11,29,4.2553191489361701E-2,0.149,0.191,0.383,0.234,0.617,47,3,4,20,18,2,20,6.3829787234042548E-2,8.5106382978723402E-2,0.426,0.383,4.2553191489361701E-2,0.426,.,,,,,,,,,,,.,,,,,,,,,,
313,Shepherd Elementary School,05,52,1,9,11,23,8,31,1.9230769230769232E-2,0.173,0.212,0.442,0.154,0.596,52,5,11,13,14,9,23,9.6153846153846159E-2,0.212,0.250,0.269,0.173,0.442,.,,,,,,,,,,,.,,,,,,,,,,
313,Shepherd Elementary School,ALL,158,6,22,37,69,24,93,3.7974683544303799E-2,0.139,0.234,0.437,0.152,0.589,158,10,18,43,62,25,87,6.3291139240506333E-2,0.114,0.272,0.392,0.158,0.551,.,,,,,,,,,,,.,,,,,,,,,,
315,Simon Elementary School,03,33,15,9,9,0,0,0,0.455,0.273,0.273,0.000,0.000,0.000,33,12,16,3,2,0,2,0.364,0.485,9.0909090909090912E-2,6.0606060606060608E-2,0.000,6.0606060606060608E-2,.,,,,,,,,,,,.,,,,,,,,,,
315,Simon Elementary School,04,37,16,6,12,2,1,3,0.432,0.162,0.324,5.4054054054054057E-2,2.7027027027027029E-2,8.1081081081081086E-2,37,16,12,6,2,1,3,0.432,0.324,0.162,5.4054054054054057E-2,2.7027027027027029E-2,8.1081081081081086E-2,.,,,,,,,,,,,.,,,,,,,,,,
315,Simon Elementary School,05,26,7,7,10,2,0,2,0.269,0.269,0.385,7.6923076923076927E-2,0.000,7.6923076923076927E-2,26,3,11,10,2,0,2,0.115,0.423,0.385,7.6923076923076927E-2,0.000,7.6923076923076927E-2,.,,,,,,,,,,,.,,,,,,,,,,
315,Simon Elementary School,ALL,96,38,22,31,4,1,5,0.396,0.229,0.323,4.1666666666666664E-2,1.0416666666666666E-2,5.2083333333333336E-2,96,31,39,19,6,1,7,0.323,0.406,0.198,6.25E-2,1.0416666666666666E-2,7.2916666666666671E-2,.,,,,,,,,,,,.,,,,,,,,,,
316,Randle Highlands Elementary School,03,43,13,14,8,8,0,8,0.302,0.326,0.186,0.186,0.000,0.186,43,7,11,12,10,3,13,0.163,0.256,0.279,0.233,6.9767441860465115E-2,0.302,.,,,,,,,,,,,.,,,,,,,,,,
316,Randle Highlands Elementary School,04,38,9,14,8,7,0,7,0.237,0.368,0.211,0.184,0.000,0.184,38,8,13,9,8,0,8,0.211,0.342,0.237,0.211,0.000,0.211,.,,,,,,,,,,,.,,,,,,,,,,
316,Randle Highlands Elementary School,05,35,10,15,5,5,0,5,0.286,0.429,0.143,0.143,0.000,0.143,35,8,7,9,10,1,11,0.229,0.200,0.257,0.286,2.8571428571428571E-2,0.314,.,,,,,,,,,,,.,,,,,,,,,,
316,Randle Highlands Elementary School,ALL,116,32,43,21,20,0,20,0.276,0.371,0.181,0.172,0.000,0.172,116,23,31,30,28,4,32,0.198,0.267,0.259,0.241,3.4482758620689655E-2,0.276,.,,,,,,,,,,,.,,,,,,,,,,
318,Excel Academy,03,44,12,15,11,6,0,6,0.273,0.341,0.250,0.136,0.000,0.136,44,7,10,19,7,1,8,0.159,0.227,0.432,0.159,2.2727272727272728E-2,0.182,.,,,,,,,,,,,.,,,,,,,,,,
318,Excel Academy,04,46,6,15,16,9,0,9,0.130,0.326,0.348,0.196,0.000,0.196,46,15,17,12,2,0,2,0.326,0.370,0.261,4.3478260869565216E-2,0.000,4.3478260869565216E-2,.,,,,,,,,,,,.,,,,,,,,,,
318,Excel Academy,05,42,7,10,17,7,1,8,0.167,0.238,0.405,0.167,2.3809523809523808E-2,0.190,42,14,14,7,7,0,7,0.333,0.333,0.167,0.167,0.000,0.167,.,,,,,,,,,,,.,,,,,,,,,,
318,Excel Academy,06,51,9,8,18,14,2,16,0.176,0.157,0.353,0.275,3.9215686274509803E-2,0.314,50,15,17,14,4,0,4,0.300,0.340,0.280,0.080,0.000,0.080,.,,,,,,,,,,,.,,,,,,,,,,
318,Excel Academy,07,24,3,6,4,10,1,11,0.125,0.250,0.167,0.417,4.1666666666666664E-2,0.458,24,4,15,5,0,0,0,0.167,0.625,0.208,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
318,Excel Academy,08,24,4,6,5,9,0,9,0.167,0.250,0.208,0.375,0.000,0.375,22,9,11,2,0,0,0,0.409,0.500,9.0909090909090912E-2,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
318,Excel Academy,ALL,231,41,60,71,55,4,59,0.177,0.260,0.307,0.238,1.7316017316017316E-2,0.255,228,64,84,59,20,1,21,0.281,0.368,0.259,8.771929824561403E-2,4.3859649122807015E-3,9.2105263157894732E-2,.,,,,,,,,,,,.,,,,,,,,,,
319,Stanton Elementary School,03,61,26,19,10,6,0,6,0.426,0.311,0.164,9.8360655737704916E-2,0.000,9.8360655737704916E-2,61,18,17,21,5,0,5,0.295,0.279,0.344,8.1967213114754092E-2,0.000,8.1967213114754092E-2,.,,,,,,,,,,,.,,,,,,,,,,
319,Stanton Elementary School,04,64,14,24,17,9,0,9,0.219,0.375,0.266,0.141,0.000,0.141,64,10,16,27,9,2,11,0.156,0.250,0.422,0.141,3.125E-2,0.172,.,,,,,,,,,,,.,,,,,,,,,,
319,Stanton Elementary School,05,70,12,28,18,12,0,12,0.171,0.400,0.257,0.171,0.000,0.171,70,9,32,20,9,0,9,0.129,0.457,0.286,0.129,0.000,0.129,.,,,,,,,,,,,.,,,,,,,,,,
319,Stanton Elementary School,ALL,195,52,71,45,27,0,27,0.267,0.364,0.231,0.138,0.000,0.138,195,37,65,68,23,2,25,0.190,0.333,0.349,0.118,1.0256410256410256E-2,0.128,.,,,,,,,,,,,.,,,,,,,,,,
321,Stoddert Elementary School,03,68,5,5,5,38,15,53,7.3529411764705885E-2,7.3529411764705885E-2,7.3529411764705885E-2,0.559,0.221,0.779,68,1,2,4,29,32,61,1.4705882352941176E-2,2.9411764705882353E-2,5.8823529411764705E-2,0.426,0.471,0.897,.,,,,,,,,,,,.,,,,,,,,,,
321,Stoddert Elementary School,04,75,0,8,9,36,22,58,0.000,0.107,0.120,0.480,0.293,0.773,75,0,6,6,46,17,63,0.000,0.080,0.080,0.613,0.227,0.840,.,,,,,,,,,,,.,,,,,,,,,,
321,Stoddert Elementary School,05,47,1,1,7,31,7,38,2.1276595744680851E-2,2.1276595744680851E-2,0.149,0.660,0.149,0.809,46,0,0,4,23,19,42,0.000,0.000,8.6956521739130432E-2,0.500,0.413,0.913,.,,,,,,,,,,,.,,,,,,,,,,
321,Stoddert Elementary School,ALL,190,6,14,21,105,44,149,3.1578947368421054E-2,7.3684210526315783E-2,0.111,0.553,0.232,0.784,189,1,8,14,98,68,166,5.2910052910052907E-3,4.2328042328042326E-2,7.407407407407407E-2,0.519,0.360,0.878,.,,,,,,,,,,,.,,,,,,,,,,
322,Smothers Elementary School,03,20,5,4,7,4,0,4,0.250,0.200,0.350,0.200,0.000,0.200,20,9,6,4,1,0,1,0.450,0.300,0.200,0.050,0.000,0.050,.,,,,,,,,,,,.,,,,,,,,,,
322,Smothers Elementary School,04,23,6,7,8,2,0,2,0.261,0.304,0.348,8.6956521739130432E-2,0.000,8.6956521739130432E-2,23,9,8,4,2,0,2,0.391,0.348,0.174,8.6956521739130432E-2,0.000,8.6956521739130432E-2,.,,,,,,,,,,,.,,,,,,,,,,
322,Smothers Elementary School,05,30,16,8,3,3,0,3,0.533,0.267,0.100,0.100,0.000,0.100,30,15,10,5,0,0,0,0.500,0.333,0.167,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
322,Smothers Elementary School,ALL,73,27,19,18,9,0,9,0.370,0.260,0.247,0.123,0.000,0.123,73,33,24,13,3,0,3,0.452,0.329,0.178,4.1095890410958902E-2,0.000,4.1095890410958902E-2,.,,,,,,,,,,,.,,,,,,,,,,
324,Takoma Education Campus,03,45,13,13,8,11,0,11,0.289,0.289,0.178,0.244,0.000,0.244,44,8,9,7,15,5,20,0.182,0.205,0.159,0.341,0.114,0.455,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
324,Takoma Education Campus,04,45,10,15,11,8,1,9,0.222,0.333,0.244,0.178,2.2222222222222223E-2,0.200,45,14,14,6,11,0,11,0.311,0.311,0.133,0.244,0.000,0.244,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
324,Takoma Education Campus,05,36,6,8,11,11,0,11,0.167,0.222,0.306,0.306,0.000,0.306,36,12,9,3,12,0,12,0.333,0.250,8.3333333333333329E-2,0.333,0.000,0.333,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
324,Takoma Education Campus,06,55,15,16,17,7,0,7,0.273,0.291,0.309,0.127,0.000,0.127,55,25,14,15,1,0,1,0.455,0.255,0.273,1.8181818181818181E-2,0.000,1.8181818181818181E-2,.,,,,,,,,,,,.,,,,,,,,,,
324,Takoma Education Campus,07,31,4,7,11,8,1,9,0.129,0.226,0.355,0.258,3.2258064516129031E-2,0.290,31,8,11,8,4,0,4,0.258,0.355,0.258,0.129,0.000,0.129,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
324,Takoma Education Campus,08,35,5,7,10,11,2,13,0.143,0.200,0.286,0.314,5.7142857142857141E-2,0.371,35,14,11,8,2,0,2,0.400,0.314,0.229,5.7142857142857141E-2,0.000,5.7142857142857141E-2,.,,,,,,,,,,,.,,,,,,,,,,
324,Takoma Education Campus,ALL,247,53,66,68,56,4,60,0.215,0.267,0.275,0.227,1.6194331983805668E-2,0.243,246,81,68,47,45,5,50,0.329,0.276,0.191,0.183,2.032520325203252E-2,0.203,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
325,Thomas Elementary School,03,48,25,12,4,7,0,7,0.521,0.250,8.3333333333333329E-2,0.146,0.000,0.146,48,18,12,10,8,0,8,0.375,0.250,0.208,0.167,0.000,0.167,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
325,Thomas Elementary School,04,34,13,8,9,3,1,4,0.382,0.235,0.265,8.8235294117647065E-2,2.9411764705882353E-2,0.118,34,9,7,14,4,0,4,0.265,0.206,0.412,0.118,0.000,0.118,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
325,Thomas Elementary School,05,45,15,14,12,4,0,4,0.333,0.311,0.267,8.8888888888888892E-2,0.000,8.8888888888888892E-2,45,12,20,10,3,0,3,0.267,0.444,0.222,6.6666666666666666E-2,0.000,6.6666666666666666E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
325,Thomas Elementary School,ALL,127,53,34,25,14,1,15,0.417,0.268,0.197,0.110,7.874015748031496E-3,0.118,127,39,39,34,15,0,15,0.307,0.307,0.268,0.118,0.000,0.118,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
326,Thomson Elementary School,03,36,4,7,12,13,0,13,0.111,0.194,0.333,0.361,0.000,0.361,36,2,7,12,13,2,15,5.5555555555555552E-2,0.194,0.333,0.361,5.5555555555555552E-2,0.417,.,,,,,,,,,,,.,,,,,,,,,,
326,Thomson Elementary School,04,36,5,12,9,8,2,10,0.139,0.333,0.250,0.222,5.5555555555555552E-2,0.278,36,4,8,11,12,1,13,0.111,0.222,0.306,0.333,2.7777777777777776E-2,0.361,.,,,,,,,,,,,.,,,,,,,,,,
326,Thomson Elementary School,05,38,7,12,8,11,0,11,0.184,0.316,0.211,0.289,0.000,0.289,38,4,12,13,9,0,9,0.105,0.316,0.342,0.237,0.000,0.237,.,,,,,,,,,,,.,,,,,,,,,,
