CDSCode,County,District,School,City,Charter,Virtual,Magnet,Latitude,Longitude,Public Yes/No,Percent,M1,M2,M3,M4,M5,M6,M7,F1,F2,F3,F4,F5,F6,F7
27754732730885.0,Monterey,Gonzales Unified,Gonzales High,Gonzales,N,N,N,36.511867,-121.43971,Y,0.73,0.0026109660574412,0.0,0.0,0.0039164490861618,0.4751958224543081,0.0013054830287206,0.0091383812010443,0.0013054830287206,0.0,0.0013054830287206,0.0013054830287206,0.4882506527415143,0.0013054830287206,0.0130548302872062
28102802830073.0,Napa,Napa County Office of Education,Napa County Juvenile Hall/Court,Napa,N,N,N,38.288376,-122.30016,Y,0.235,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769
28102802830099.0,Napa,Napa County Office of Education,Napa County Community,Napa,N,N,N,38.279743,-122.25421,Y,0.783,0.0,0.0,0.008130081300813,0.0,0.4959349593495935,0.016260162601626,0.089430894308943,0.0,0.0,0.008130081300813,0.0,0.3170731707317073,0.0,0.048780487804878
28662412830065.0,Napa,Calistoga Joint Unified,Palisades High (Continuation),Calistoga,N,N,N,38.583276,-122.57804,Y,0.769,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.0
28662412831758.0,Napa,Calistoga Joint Unified,Calistoga Junior/Senior High,Calistoga,N,N,N,38.584001,-122.58126,Y,0.497,0.0,0.002906976744186,0.0,0.0116279069767441,0.4011627906976744,0.0,0.0697674418604651,0.002906976744186,0.0,0.0,0.0116279069767441,0.4186046511627907,0.0,0.0755813953488372
28662660121087.0,Napa,Napa Valley Unified,American Canyon High,American Canyon,N,N,N,38.166264,-122.24060,Y,0.358,0.0006472491909385,0.0297734627831715,0.005177993527508,0.1488673139158576,0.1786407766990291,0.0472491909385113,0.06084142394822,0.001294498381877,0.0258899676375404,0.0045307443365695,0.1391585760517799,0.1825242718446602,0.0478964401294498,0.0640776699029126
28662662830016.0,Napa,Napa Valley Unified,Vintage High,Napa,N,N,N,38.334039,-122.30566,Y,0.401,0.0027548209366391,0.0049586776859504,0.0011019283746556,0.0049586776859504,0.2716253443526171,0.006060606060606,0.1950413223140495,0.0022038567493112,0.0055096418732782,0.0011019283746556,0.0049586776859504,0.2523415977961432,0.0011019283746556,0.196694214876033
28662662830115.0,Napa,Napa Valley Unified,New Technology High,Napa,N,N,N,38.304466,-122.28867,Y,0.353,0.0,0.0049504950495049,0.0,0.0049504950495049,0.2029702970297029,0.0049504950495049,0.2376237623762376,0.0024752475247524,0.0074257425742574,0.0024752475247524,0.0099009900990099,0.2524752475247525,0.0024752475247524,0.2202970297029703
28662662830149.0,Napa,Napa Valley Unified,Valley Oak High,Napa,N,N,N,38.313680,-122.30313,Y,0.652,0.0058823529411764,0.0,0.0,0.0,0.4235294117647059,0.0176470588235294,0.1764705882352941,0.0058823529411764,0.0,0.0058823529411764,0.0,0.288235294117647,0.0,0.0411764705882352
28662662835601.0,Napa,Napa Valley Unified,Napa High,Napa,N,N,N,38.309090,-122.29599,Y,0.472,0.0032485110990795,0.0048727666486193,0.0010828370330265,0.0027070925825663,0.3102328099621007,0.002165674066053,0.1645912290200324,0.002165674066053,0.0016242555495397,0.0010828370330265,0.0016242555495397,0.3091499729290742,0.0027070925825663,0.1640498105035192
28662902837102.0,Napa,Saint Helena Unified,Saint Helena High,St. Helena,N,N,N,38.497208,-122.46330,Y,0.314,0.0042643923240938,0.0021321961620469,0.0,0.0021321961620469,0.232409381663113,0.0042643923240938,0.2409381663113006,0.0042643923240938,0.0042643923240938,0.0021321961620469,0.0021321961620469,0.2579957356076759,0.0042643923240938,0.2388059701492537
28744842890010.0,Napa,Napa County ROP,Napa County ROP,Napa,N,N,N,38.279743,-122.25421,Y,0.0,,,,,,,,,,,,,,
29102980114314.0,Nevada,Nevada County Office of Education,Bitney Prep High,Grass Valley,Y,N,N,39.232960,-121.04158,Y,0.573,0.0,0.0,0.0,0.0,0.0348837209302325,0.0,0.5116279069767442,0.0,0.0,0.0,0.0,0.0116279069767441,0.0,0.3372093023255814
29102980116681.0,Nevada,Nevada County Office of Education,Earle Jamieson Educational Options,Nevada City,N,N,N,39.247864,-121.02940,Y,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666
29102980130823.0,Nevada,Nevada County Office of Education,EPIC de Cesar Chavez,Tehachapi,Y,N,N,35.131700,-118.44649,Y,0.0,0.0032258064516129,0.0,0.0,0.0,0.2870967741935484,0.0258064516129032,0.0193548387096774,0.0,0.0,0.0,0.0,0.5741935483870968,0.0483870967741935,0.0387096774193548
29102982930147.0,Nevada,Nevada County Office of Education,John Muir Charter,Nevada City,Y,N,N,39.248581,-121.01671,Y,0.982,0.0054995417048579,0.0082493125572868,0.0036663611365719,0.0045829514207149,0.3666361136571952,0.1200733272227314,0.0898258478460128,0.0045829514207149,0.0018331805682859,0.0009165902841429,0.0009165902841429,0.2318973418881759,0.0513290559120073,0.0274977085242896
29663570112367.0,Nevada,Nevada Joint Union High,William & Marian Ghidotti High,Grass Valley,N,Y,N,39.233819,-121.05064,Y,0.2,0.0,0.0324675324675324,0.0,0.0,0.0324675324675324,0.0,0.3701298701298701,0.0064935064935064,0.0064935064935064,0.0,0.0129870129870129,0.0519480519480519,0.0,0.487012987012987
29663570124834.0,Nevada,Nevada Joint Union High,Sierra Academy of Expeditionary Learning,Nevada City,Y,N,N,39.265183,-121.01890,Y,0.302,0.0289017341040462,0.0057803468208092,0.0,0.0,0.0924855491329479,0.0,0.4335260115606936,0.0115606936416184,0.0115606936416184,0.0,0.0,0.0346820809248554,0.0057803468208092,0.3063583815028902
29663572930030.0,Nevada,Nevada Joint Union High,North Point Academy,Grass Valley,N,Y,N,39.238993,-121.05842,Y,0.333,0.0144927536231884,0.0,0.0,0.0,0.0144927536231884,0.0,0.2898550724637681,0.0144927536231884,0.0,0.0,0.0,0.0579710144927536,0.0289855072463768,0.4927536231884058
29663572930048.0,Nevada,Nevada Joint Union High,Bear River High,Grass Valley,N,Y,N,39.068278,-121.01056,Y,0.226,0.003062787136294,0.003062787136294,0.003062787136294,0.0,0.0490045941807044,0.0,0.4379785604900459,0.006125574272588,0.003062787136294,0.0,0.001531393568147,0.0520673813169984,0.001531393568147,0.4073506891271056
29663572930071.0,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),Grass Valley,N,Y,N,39.210757,-121.06307,Y,0.75,0.0070921985815602,0.0,0.0,0.0,0.0780141843971631,0.0070921985815602,0.5602836879432624,0.0141843971631205,0.0,0.0,0.0,0.0283687943262411,0.0,0.2765957446808511
29663572930113.0,Nevada,Nevada Joint Union High,Nevada Adult,Grass Valley,N,Y,N,39.238993,-121.05842,Y,0.0,,,,,,,,,,,,,,
29663572935500.0,Nevada,Nevada Joint Union High,Nevada Union High,Grass Valley,N,Y,N,39.240090,-121.05546,Y,0.357,0.0068365444375388,0.0055935363579863,0.0012430080795525,0.0031075201988812,0.0621504039776258,0.00497203231821,0.4257302672467371,0.00497203231821,0.0093225605966438,0.0012430080795525,0.0,0.0584213797389683,0.0018645121193287,0.3865755127408328
30103060126037.0,Orange,Orange County Department of Education,Samueli Academy,Santa Ana,Y,N,N,33.761943,-117.90181,Y,0.721,0.0019762845849802,0.0098814229249011,0.0,0.0,0.3656126482213438,0.0039525691699604,0.0790513833992094,0.0019762845849802,0.0138339920948616,0.0,0.0039525691699604,0.458498023715415,0.0039525691699604,0.0296442687747035
30103060132910.0,Orange,Orange County Department of Education,College and Career Preparatory Academy,Santa Ana,Y,Y,N,33.732426,-117.84433,Y,0.0,0.0172413793103448,0.0057471264367816,0.0,0.0057471264367816,0.396551724137931,0.0172413793103448,0.0804597701149425,0.0057471264367816,0.0,0.0,0.0,0.396551724137931,0.0,0.0517241379310344
30103060133959.0,Orange,Orange County Department of Education,Unity Middle College High,Orange,Y,N,N,33.788296,-117.87360,Y,0.636,,,,,,,,,,,,,,
30103060133983.0,Orange,Orange County Department of Education,Ednovate - Legacy College Prep.,Santa Ana,Y,N,N,33.759670,-117.84776,Y,0.803,0.0,0.0,0.0081967213114754,0.0,0.4836065573770491,0.0,0.0081967213114754,0.0,0.0081967213114754,0.0,0.0,0.4836065573770491,0.0,0.0081967213114754
30103060134841.0,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Anaheim,Y,N,N,33.837906,-117.94187,Y,0.8,0.0,0.0105820105820105,0.0,0.0105820105820105,0.3703703703703703,0.0158730158730158,0.074074074074074,0.0,0.0,0.0,0.0052910052910052,0.4074074074074074,0.0,0.0634920634920634
30103063030723.0,Orange,Orange County Department of Education,OCSA,Santa Ana,Y,N,N,33.754066,-117.86760,Y,0.114,,,,,,,,,,,,,,
30664310140707.0,Orange,Anaheim Union High,Cambridge Virtual Academy,Anaheim,N,Y,N,33.820314,-117.98406,Y,0.0,,,,,,,,,,,,,,
30664313030038.0,Orange,Anaheim Union High,Cypress High,Cypress,N,Y,N,33.819638,-118.02838,Y,0.308,0.0036297640653357,0.1676950998185118,0.0018148820326678,0.0352087114337568,0.1415607985480943,0.0174228675136116,0.1306715063520871,0.002540834845735,0.1328493647912885,0.0021778584392014,0.0352087114337568,0.137568058076225,0.0119782214156079,0.1150635208711433
30664313030228.0,Orange,Anaheim Union High,Anaheim High,Anaheim,N,Y,N,33.833158,-117.92402,Y,0.84,0.0016249593760155,0.0068248293792655,0.0006499837504062,0.0045498862528436,0.4800129996750081,0.0042248943776405,0.0126746831329216,0.0003249918752031,0.0077998050048748,0.0009749756256093,0.0042248943776405,0.4631134221644459,0.0025999350016249,0.0090997725056873
30664313030384.0,Orange,Anaheim Union High,Polaris High,Anaheim,N,Y,N,33.817891,-117.94675,Y,0.544,0.0169491525423728,0.0056497175141242,0.0,0.0112994350282485,0.2598870056497175,0.0225988700564971,0.096045197740113,0.0112994350282485,0.0225988700564971,0.0,0.0,0.3954802259887006,0.0112994350282485,0.1073446327683615
30664313030616.0,Orange,Anaheim Union High,Oxford Academy,Cypress,N,Y,N,33.823813,-118.04229,Y,0.348,0.0008305647840531,0.2898671096345515,0.0008305647840531,0.0315614617940199,0.0730897009966777,0.0083056478405315,0.0448504983388704,0.0016611295681063,0.3147840531561461,0.0024916943521594,0.0456810631229235,0.1104651162790697,0.0083056478405315,0.0423588039867109
30664313032786.0,Orange,Anaheim Union High,Gilbert High (Continuation),Anaheim,N,N,N,33.817891,-117.94675,Y,0.786,0.0069832402234636,0.0111731843575419,0.0,0.0111731843575419,0.4986033519553072,0.0125698324022346,0.0642458100558659,0.0027932960893854,0.0013966480446927,0.0,0.0013966480446927,0.2946927374301676,0.0153631284916201,0.0405027932960893
30664313033057.0,Orange,Anaheim Union High,Katella High,Anaheim,N,Y,N,33.825391,-117.88549,Y,0.805,0.0011235955056179,0.0224719101123595,0.0022471910112359,0.0067415730337078,0.4558052434456929,0.0052434456928838,0.0224719101123595,0.0011235955056179,0.0134831460674157,0.0022471910112359,0.0059925093632958,0.4292134831460674,0.0048689138576779,0.0213483146067415
30664313033115.0,Orange,Anaheim Union High,John F. Kennedy High,La Palma,N,Y,N,33.843045,-118.03717,Y,0.453,0.0012210012210012,0.1151811151811151,0.002035002035002,0.0516890516890516,0.1921041921041921,0.0191290191290191,0.0895400895400895,0.0016280016280016,0.1192511192511192,0.0016280016280016,0.0586080586080586,0.1998371998371998,0.0195360195360195,0.0875050875050875
30664313033784.0,Orange,Anaheim Union High,Loara High,Anaheim,N,Y,N,33.810553,-117.94427,Y,0.771,0.0013736263736263,0.0485347985347985,0.0027472527472527,0.0196886446886446,0.3795787545787545,0.0105311355311355,0.0389194139194139,0.0004578754578754,0.0398351648351648,0.0045787545787545,0.0141941391941391,0.391025641025641,0.0082417582417582,0.0293040293040293
30664313034204.0,Orange,Anaheim Union High,Magnolia High,Anaheim,N,Y,N,33.817636,-117.97178,Y,0.786,0.0066889632107023,0.0540691192865105,0.0061315496098104,0.0150501672240802,0.3651059085841694,0.011705685618729,0.040133779264214,0.003901895206243,0.0384615384615384,0.0072463768115942,0.0161649944258639,0.3494983277591973,0.011705685618729,0.0356744704570791
30664313036712.0,Orange,Anaheim Union High,Savanna High,Anaheim,N,Y,N,33.834422,-117.96767,Y,0.775,0.0050200803212851,0.0401606425702811,0.0015060240963855,0.0245983935742971,0.395582329317269,0.0140562248995983,0.0456827309236947,0.0035140562248995,0.0281124497991967,0.0025100401606425,0.0120481927710843,0.340863453815261,0.0180722891566265,0.0446787148594377
30664313038239.0,Orange,Anaheim Union High,Western High,Anaheim,N,Y,N,33.825663,-118.00215,Y,0.728,0.0033269961977186,0.0461026615969581,0.0052281368821292,0.0346958174904942,0.3379277566539924,0.0185361216730038,0.0423003802281368,0.0052281368821292,0.0437262357414448,0.0023764258555133,0.0247148288973384,0.3393536121673003,0.0147338403041825,0.0541825095057034
30664316066815.0,Orange,Anaheim Union High,Hope,Buena Park,N,N,N,33.847716,-118.01128,Y,0.477,0.0044247787610619,0.084070796460177,0.0176991150442477,0.0221238938053097,0.3097345132743362,0.0265486725663716,0.1415929203539823,0.0,0.0309734513274336,0.0044247787610619,0.0132743362831858,0.2123893805309734,0.0132743362831858,0.1017699115044247
30664493030624.0,Orange,Brea-Olinda Unified,Brea Canyon High (Continuation),Brea,N,N,N,33.931534,-117.87334,Y,0.607,0.0,0.0188679245283018,0.0,0.0188679245283018,0.320754716981132,0.0,0.2075471698113207,0.0,0.0377358490566037,0.0,0.0,0.2641509433962264,0.0377358490566037,0.0754716981132075
30664493030640.0,Orange,Brea-Olinda Unified,Brea Olinda High,Brea,N,Y,N,33.933219,-117.87179,Y,0.223,0.0011111111111111,0.1066666666666666,0.0027777777777777,0.0144444444444444,0.1677777777777777,0.0066666666666666,0.1961111111111111,0.0011111111111111,0.0961111111111111,0.0022222222222222,0.02,0.1744444444444444,0.0116666666666666,0.1788888888888888
30664640113381.0,Orange,Capistrano Unified,San Juan Hills High,San Juan Capistrano,N,Y,N,33.499094,-117.68286,Y,0.252,0.0020408163265306,0.0151020408163265,0.0,0.006938775510204,0.1477551020408163,0.0004081632653061,0.2771428571428571,0.0016326530612244,0.0208163265306122,0.0004081632653061,0.0077551020408163,0.1685714285714285,0.0032653061224489,0.2991836734693877
30664640124131.0,Orange,Capistrano Unified,California Preparatory Academy,San Juan Capistrano,N,Y,N,33.484311,-117.67181,Y,0.076,0.0,0.0113636363636363,0.0056818181818181,0.0,0.0227272727272727,0.0056818181818181,0.2556818181818182,0.0,0.0,0.0,0.0056818181818181,0.0852272727272727,0.0,0.5397727272727273
30664643030210.0,Orange,Capistrano Unified,Capistrano Valley High,Mission Viejo,N,Y,N,33.542549,-117.67324,Y,0.231,0.0004670714619336,0.0317608594114899,0.001401214385801,0.0098085007006071,0.1452592246613732,0.004203643157403,0.2872489490892106,0.0009341429238673,0.0261560018682858,0.0009341429238673,0.0107426436244745,0.1536665109761793,0.004203643157403,0.2545539467538533
30664643030574.0,Orange,Capistrano Unified,Aliso Niguel High,Aliso Viejo,N,Y,N,33.561374,-117.72094,Y,0.116,0.0009803921568627,0.0578431372549019,0.0016339869281045,0.0166666666666666,0.0823529411764705,0.0091503267973856,0.2862745098039215,0.0006535947712418,0.0562091503267973,0.0009803921568627,0.0143790849673202,0.0986928104575163,0.0068627450980392,0.280718954248366
30664643030756.0,Orange,Capistrano Unified,Tesoro High,Las Flores,N,Y,N,33.585858,-117.61329,Y,0.0701,0.0023520188161505,0.0439043512348098,0.0007840062720501,0.0105840846726773,0.0721285770286162,0.0113680909447275,0.3339866718933751,0.0019600156801254,0.0419443355546844,0.000392003136025,0.0164641317130537,0.0760486083888671,0.0066640533124264,0.3284986279890239
30664643030798.0,Orange,Capistrano Unified,Bridges Community Day,San Juan Capistrano,N,N,N,33.504653,-117.66262,Y,0.667,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.3636363636363636
30664643035987.0,Orange,Capistrano Unified,Capistrano Union High,San Juan Capistrano,N,N,N,33.507332,-117.66535,Y,0.606,0.0,0.015267175572519,0.0,0.0,0.3129770992366412,0.0229007633587786,0.1908396946564885,0.0,0.0,0.0,0.0,0.2671755725190839,0.0,0.1450381679389313
30664643036001.0,Orange,Capistrano Unified,San Clemente High,San Clemente,N,Y,N,33.439820,-117.61752,Y,0.201,0.0016611295681063,0.0083056478405315,0.0029900332225913,0.0046511627906976,0.1388704318936877,0.0046511627906976,0.3438538205980066,0.001328903654485,0.0093023255813953,0.0003322259136212,0.0039867109634551,0.1272425249169435,0.0026578073089701,0.2920265780730897
30664643038569.0,Orange,Capistrano Unified,Dana Hills High,Dana Point,N,Y,N,33.478614,-117.69780,Y,0.218,0.0018705574261129,0.011971567527123,0.0003741114852225,0.0044893378226711,0.1309390198279087,0.0048634493078937,0.3209876543209876,0.0007482229704451,0.0160867938645716,0.0003741114852225,0.0056116722783389,0.1313131313131313,0.0026187803965581,0.3078937523381967
30664646120356.0,Orange,Capistrano Unified,Opportunities for Learning - Capistrano,San Juan Capistrano,Y,Y,N,33.497979,-117.65952,Y,0.415,0.0,0.0096153846153846,0.0,0.0,0.0288461538461538,0.0,0.3173076923076923,0.0,0.0096153846153846,0.0,0.0,0.0673076923076923,0.0,0.3846153846153846
30665143030335.0,Orange,Fullerton Joint Union High,La Sierra High (Alternative),Fullerton,N,Y,N,33.879630,-117.88973,Y,0.745,0.0,0.0476190476190476,0.0,0.0100250626566416,0.4335839598997493,0.0150375939849624,0.087719298245614,0.0025062656641604,0.0200501253132832,0.0050125313283208,0.0025062656641604,0.2882205513784461,0.037593984962406,0.0451127819548872
30665143030855.0,Orange,Fullerton Joint Union High,Buena Park High,Buena Park,N,Y,Y,33.860927,-117.97906,Y,0.801,0.0005175983436853,0.0305383022774327,0.0041407867494824,0.0191511387163561,0.386128364389234,0.0274327122153209,0.0434782608695652,0.0005175983436853,0.0263975155279503,0.0036231884057971,0.0186335403726708,0.3685300207039337,0.025879917184265,0.025879917184265
30665143032505.0,Orange,Fullerton Joint Union High,Fullerton Union High,Fullerton,N,Y,Y,33.874015,-117.92205,Y,0.577,0.0014513788098693,0.03096274794388,0.0024189646831156,0.00774068698597,0.3280116110304789,0.0067731011127237,0.0982099661344944,0.0009675858732462,0.02322206095791,0.0019351717464925,0.0062893081761006,0.331881954523464,0.0091920657958393,0.1311078858248669
30665143033362.0,Orange,Fullerton Joint Union High,La Habra High,La Habra,N,Y,Y,33.935478,-117.95658,Y,0.475,0.0018075011296882,0.0072300045187528,0.0022593764121102,0.0081337550835969,0.3664708540442837,0.0149118843199277,0.1220063262539539,0.0022593764121102,0.0108450067781292,0.0027112516945323,0.0036150022593764,0.3411658382286489,0.0063262539539087,0.1007681879801174
30665143033610.0,Orange,Fullerton Joint Union High,La Vista High (Continuation),Fullerton,N,Y,N,33.879766,-117.88967,Y,0.78,0.0,0.019271948608137,0.0,0.0021413276231263,0.4710920770877944,0.0107066381156316,0.0556745182012847,0.0,0.0,0.0021413276231263,0.0021413276231263,0.3683083511777302,0.0149892933618843,0.0364025695931477
30665143037090.0,Orange,Fullerton Joint Union High,Sonora High,La Habra,N,Y,Y,33.928013,-117.92434,Y,0.465,0.0005307855626326,0.0387473460721868,0.0021231422505307,0.0079617834394904,0.3264331210191082,0.0042462845010615,0.0955414012738853,0.0005307855626326,0.0355626326963906,0.0005307855626326,0.0063694267515923,0.363588110403397,0.0063694267515923,0.0859872611464968
30665143037348.0,Orange,Fullerton Joint Union High,Sunny Hills High,Fullerton,N,Y,Y,33.883930,-117.95344,Y,0.275,0.0008609556607834,0.2247094274644855,0.0004304778303917,0.0262591476538958,0.1506672406371071,0.0107619457597933,0.077916487300904,0.0021523891519586,0.2100731812311665,0.0025828669823504,0.0253981919931123,0.1597072750753336,0.0081790787774429,0.0770555316401205
30665143037496.0,Orange,Fullerton Joint Union High,Troy High,Fullerton,N,Y,Y,33.881409,-117.89004,Y,0.212,0.0011194029850746,0.2332089552238806,0.0026119402985074,0.035820895522388,0.1175373134328358,0.0067164179104477,0.0899253731343283,0.0,0.1925373134328358,0.0011194029850746,0.035820895522388,0.1402985074626865,0.0055970149253731,0.0895522388059701
30665223030012.0,Orange,Garden Grove Unified,Adult Education,Garden Grove,N,N,N,33.774162,-117.93564,Y,0.0,,,,,,,,,,,,,,
30665223030103.0,Orange,Garden Grove Unified,Marie L. Hare High,Garden Grove,N,N,N,33.788320,-117.97534,Y,0.705,0.0,0.0588235294117647,0.0183823529411764,0.0036764705882352,0.4227941176470588,0.0073529411764705,0.0294117647058823,0.0,0.0147058823529411,0.0110294117647058,0.0,0.3786764705882353,0.0073529411764705,0.0330882352941176
30665223030434.0,Orange,Garden Grove Unified,Bolsa Grande High,Garden Grove,N,Y,N,33.759540,-117.96323,Y,0.691,0.0,0.2948717948717949,0.002465483234714,0.007396449704142,0.1903353057199211,0.0034516765285996,0.0256410256410256,0.0004930966469428,0.2485207100591716,0.0019723865877712,0.0029585798816568,0.1898422090729783,0.0009861932938856,0.014792899408284
30665223032752.0,Orange,Garden Grove Unified,Garden Grove High,Garden Grove,N,Y,N,33.777898,-117.93563,Y,0.606,0.0,0.1811685582177385,0.0050441361916771,0.0138713745271122,0.2639764606977722,0.0037831021437578,0.0407734342160571,0.0004203446826397,0.1614123581336696,0.0029424127784783,0.0092475830180748,0.2551492223623371,0.0063051702395964,0.044556536359815
30665223033578.0,Orange,Garden Grove Unified,La Quinta High,Westminster,N,Y,N,33.737810,-117.94815,Y,0.603,0.0,0.4046853468075333,0.0009186954524575,0.001837390904915,0.0679834634818557,0.001837390904915,0.0183739090491502,0.0,0.3977951309141019,0.0004593477262287,0.0041341295360587,0.0684428112080845,0.0009186954524575,0.0206706476802939
30665223033933.0,Orange,Garden Grove Unified,Los Amigos High,Fountain Valley,N,Y,N,33.722698,-117.92850,Y,0.827,0.0,0.0796703296703296,0.0027472527472527,0.0032967032967032,0.3895604395604395,0.0032967032967032,0.0098901098901098,0.0,0.0824175824175824,0.0005494505494505,0.0021978021978021,0.4126373626373626,0.0021978021978021,0.0076923076923076
30665223035581.0,Orange,Garden Grove Unified,Pacifica High,Garden Grove,N,Y,N,33.781043,-118.01287,Y,0.34,0.0018181818181818,0.1157575757575757,0.0024242424242424,0.0175757575757575,0.1533333333333333,0.0048484848484848,0.1763636363636363,0.003030303030303,0.1284848484848484,0.0048484848484848,0.0103030303030303,0.1612121212121212,0.0096969696969696,0.1872727272727272
30665223035706.0,Orange,Garden Grove Unified,Rancho Alamitos High,Garden Grove,N,Y,N,33.796596,-117.98445,Y,0.68,0.0,0.1682398667406996,0.0038867295946696,0.008328706274292,0.300388672959467,0.0033314825097168,0.0349805663520266,0.0005552470849528,0.1393670183231538,0.0022209883398112,0.0094392004441976,0.2815102720710716,0.0022209883398112,0.0344253192670738
30665223036555.0,Orange,Garden Grove Unified,Santiago High,Garden Grove,N,Y,N,33.767064,-117.91411,Y,0.788,0.0004770992366412,0.0677480916030534,0.0019083969465648,0.0071564885496183,0.4284351145038167,0.0009541984732824,0.0095419847328244,0.0004770992366412,0.0644083969465648,0.0019083969465648,0.0028625954198473,0.3993320610687023,0.0014312977099236,0.006679389312977
30665226104129.0,Orange,Garden Grove Unified,Jordan Secondary Learning Center,Garden Grove,N,N,N,33.763080,-117.95639,Y,0.0,0.0,0.2747252747252747,0.0,0.0219780219780219,0.2747252747252747,0.0109890109890109,0.1208791208791208,0.0,0.0989010989010989,0.0,0.0,0.1538461538461538,0.0,0.0329670329670329
30665483030145.0,Orange,Huntington Beach Union High,Ocean View High,Huntington Beach,N,Y,N,33.714832,-118.00012,Y,0.552,0.0041695621959694,0.0458651841556636,0.0027797081306462,0.0076441973592772,0.3071577484364142,0.0069492703266157,0.1528839471855455,0.0020847810979847,0.0291869353717859,0.0041695621959694,0.0062543432939541,0.3064628214037526,0.0048644892286309,0.1007644197359277
30665483030368.0,Orange,Huntington Beach Union High,Coast High,Huntington Beach,N,Y,N,33.712651,-118.00004,Y,0.161,0.0353535353535353,0.0353535353535353,0.0101010101010101,0.005050505050505,0.1262626262626262,0.005050505050505,0.2373737373737373,0.0151515151515151,0.0454545454545454,0.0,0.0,0.1313131313131313,0.0,0.303030303030303
30665483031895.0,Orange,Huntington Beach Union High,Edison High,Huntington Beach,N,Y,N,33.655057,-117.97100,Y,0.11,0.0177865612648221,0.0596837944664031,0.0027667984189723,0.0094861660079051,0.0948616600790513,0.0051383399209486,0.3422924901185771,0.0094861660079051,0.0470355731225296,0.0031620553359683,0.0047430830039525,0.0802371541501976,0.0031620553359683,0.2837944664031621
30665483032158.0,Orange,Huntington Beach Union High,Fountain Valley High,Fountain Valley,N,Y,N,33.704386,-117.96302,Y,0.267,0.003875968992248,0.2621816168327796,0.0027685492801771,0.0066445182724252,0.0661683277962347,0.0044296788482834,0.1392580287929125,0.003875968992248,0.2688261351052048,0.0033222591362126,0.0069213732004429,0.0675526024363233,0.0052602436323366,0.1356589147286821
30665483032943.0,Orange,Huntington Beach Union High,Huntington Beach High,Huntington Beach,N,Y,N,33.678372,-118.00177,Y,0.136,0.0057705363204344,0.0482009504412763,0.0027155465037338,0.0044127630685675,0.0902919212491513,0.0057705363204344,0.2793618465716225,0.0057705363204344,0.0532926001357773,0.0030549898167006,0.0071283095723014,0.1160896130346232,0.0074677528852681,0.3109300746775288
30665483034410.0,Orange,Huntington Beach Union High,Marina High,Huntington Beach,N,Y,N,33.730842,-118.02410,Y,0.189,0.0113160100586756,0.0947191953059513,0.0020955574182732,0.0096395641240569,0.1026823134953897,0.0062866722548197,0.2849958088851634,0.0104777870913663,0.0993294216261525,0.0033528918692372,0.0079631181894383,0.0959765297569153,0.0025146689019279,0.2225481978206203
30665483038445.0,Orange,Huntington Beach Union High,Westminster High,Westminster,N,Y,N,33.754516,-118.00710,Y,0.778,0.0018148820326678,0.2058076225045372,0.0039927404718693,0.0068965517241379,0.2468239564428312,0.0036297640653357,0.0257713248638838,0.0039927404718693,0.2116152450090744,0.0036297640653357,0.0043557168784029,0.2381125226860254,0.0047186932849364,0.0217785843920145
30665483038551.0,Orange,Huntington Beach Union High,Valley Vista High,Fountain Valley,N,Y,N,33.708817,-117.96150,Y,0.457,0.02734375,0.04296875,0.0078125,0.0,0.3671875,0.03125,0.15625,0.0078125,0.015625,0.00390625,0.0,0.20703125,0.0078125,0.11328125
30665553033206.0,Orange,Laguna Beach Unified,Laguna Beach High,Laguna Beach,N,N,N,33.542036,-117.77795,Y,0.0755,0.0026881720430107,0.0188172043010752,0.0017921146953405,0.0026881720430107,0.0627240143369175,0.0044802867383512,0.4112903225806452,0.0026881720430107,0.0134408602150537,0.0017921146953405,0.0008960573476702,0.0421146953405017,0.0080645161290322,0.3933691756272401
30665970111666.0,Orange,Newport-Mesa Unified,Early College High,Costa Mesa,N,Y,N,33.680624,-117.92783,Y,0.704,0.0040650406504065,0.0121951219512195,0.0,0.0040650406504065,0.2195121951219512,0.008130081300813,0.1097560975609756,0.0121951219512195,0.032520325203252,0.0040650406504065,0.0121951219512195,0.4390243902439024,0.0040650406504065,0.1300813008130081
30665973031697.0,Orange,Newport-Mesa Unified,Corona del Mar High,Newport Beach,N,Y,N,33.635472,-117.87623,Y,0.0663,0.000760167236792,0.0509312048650703,0.0011402508551881,0.0015203344735841,0.0349676928924363,0.0060813378943367,0.4302546560243253,0.0022805017103762,0.0414291144051691,0.0015203344735841,0.0026605853287723,0.0361079437476244,0.0057012542759407,0.3614595210946408
