CDSCode,County,District,School,City,Charter,SOCType,Virtual,Magnet,Latitude,Longitude
10621661030675,Fresno,Fresno Unified,Sunnyside High,Fresno,N,High Schools (Public),N,N,36.733718,-119.71832
10621661030717,Fresno,Fresno Unified,Florence E. Rata,Fresno,N,Special Education Schools (Public),N,N,36.824616,-119.81682
10621661030840,Fresno,Fresno Unified,Carter G. Woodson Public Charter,Fresno,Y,High Schools (Public),N,N,36.780788,-119.76792
10621661031632,Fresno,Fresno Unified,Dewolf Continuation High,Fresno,N,Continuation High Schools,N,N,36.786021,-119.83947
10621661031897,Fresno,Fresno Unified,Edison High,Fresno,N,High Schools (Public),N,Y,36.721286,-119.80502
10621661032507,Fresno,Fresno Unified,Fresno High,Fresno,N,High Schools (Public),N,Y,36.766028,-119.80420
10621661032911,Fresno,Fresno Unified,Herbert Hoover High,Fresno,N,High Schools (Public),N,N,36.817510,-119.77220
10621661034214,Fresno,Fresno Unified,McLane High,Fresno,N,High Schools (Public),N,Y,36.775418,-119.75452
10621661035831,Fresno,Fresno Unified,Roosevelt High,Fresno,N,High Schools (Public),N,Y,36.743093,-119.75379
10621666112619,Fresno,Fresno Unified,Fulton,Fresno,N,Special Education Schools (Public),N,N,36.778638,-119.76314
10622570124727,Fresno,Kingsburg Joint Union High,Kingsburg Independent Study High,Kingsburg,N,Alternative Schools of Choice,V,N,36.517911,-119.54108
10622571033695,Fresno,Kingsburg Joint Union High,Kingsburg High,Kingsburg,N,High Schools (Public),N,N,36.517915,-119.54780
10622571033729,Fresno,Kingsburg Joint Union High,Oasis Continuation High,Kingsburg,N,Continuation High Schools,C,N,36.517940,-119.54157
10622650108092,Fresno,Kings Canyon Joint Unified,Orange Cove High,Orange Cove,N,High Schools (Public),N,N,36.617653,-119.32274
10622650116640,Fresno,Kings Canyon Joint Unified,Kings Canyon Online,Dunlap,Y,High Schools (Public),V,N,36.734906,-119.11700
10622650126292,Fresno,Kings Canyon Joint Unified,Reedley Middle College High,Reedley,Y,High Schools (Public),N,N,36.606072,-119.45861
10622651035310,Fresno,Kings Canyon Joint Unified,Reedley High,Reedley,N,High Schools (Public),N,N,36.600659,-119.45583
10622811033950,Fresno,Laton Joint Unified,Laton High,Laton,N,High Schools (Public),N,N,36.435255,-119.68269
10623640126870,Fresno,Parlier Unified,San Joaquin Valley High,Parlier,N,Continuation High Schools,C,N,36.611193,-119.52990
10623641034990,Fresno,Parlier Unified,Parlier High,Parlier,N,High Schools (Public),N,N,36.614310,-119.52539
10623800136499,Fresno,Raisin City Elementary,Ambassador Phillip V. Sanchez II Public Charter,Fresno,Y,K-12 Schools (Public),N,N,36.727417,-119.80366
10624140141291,Fresno,Sanger Unified,Sanger West High,Fresno,N,High Schools (Public),N,N,36.709693,-119.68158
10624141030824,Fresno,Sanger Unified,Community Day,Sanger,N,District Community Day Schools,C,N,36.705125,-119.55399
10624141036086,Fresno,Sanger Unified,Kings River High (Continuation),Sanger,N,Continuation High Schools,N,N,36.705848,-119.56211
10624141036094,Fresno,Sanger Unified,Sanger High,Sanger,N,High Schools (Public),N,N,36.720493,-119.57411
10624301036607,Fresno,Selma Unified,Heartland High (Continuation),Selma,N,Continuation High Schools,C,N,36.569177,-119.61837
10624301036672,Fresno,Selma Unified,Selma High,Selma,N,High Schools (Public),C,N,36.580899,-119.61520
10625470136523,Fresno,Westside Elementary,Crescent View South II,Fresno,Y,K-12 Schools (Public),N,N,36.808335,-119.87032
10738090123950,Fresno,Firebaugh-Las Deltas Unified,Firebaugh Community Day,Firebaugh,N,District Community Day Schools,N,N,36.852661,-120.44726
10738091030121,Fresno,Firebaugh-Las Deltas Unified,Firebaugh High,Firebaugh,N,High Schools (Public),N,N,36.846874,-120.44691
10738091030147,Fresno,Firebaugh-Las Deltas Unified,El Puente High,Firebaugh,N,Continuation High Schools,N,N,36.852549,-120.44806
10739650114751,Fresno,Central Unified,Pathway Community Day,Fresno,N,District Community Day Schools,N,N,36.742947,-119.82204
10739650140509,Fresno,Central Unified,Justin Garza High,Fresno,N,High Schools (Public),N,N,36.795010,-119.91645
10739651030626,Fresno,Central Unified,Central East High,Fresno,N,High Schools (Public),N,N,36.787386,-119.88038
10739651030790,Fresno,Central Unified,Central High,Fresno,N,High Schools (Public),N,N,36.766323,-119.97188
10739651035112,Fresno,Central Unified,Pershing Continuation High,Fresno,N,Continuation High Schools,N,N,36.742777,-119.82149
10739991033422,Fresno,Kerman Unified,Enterprise High,Kerman,N,Continuation High Schools,N,N,36.729428,-120.06479
10739991033430,Fresno,Kerman Unified,Kerman High,Kerman,N,High Schools (Public),N,N,36.731938,-120.06485
10741531095017,Fresno,Valley ROP,Valley ROP,Sanger,N,ROC/ROP,No Data,No Data,36.698095,-119.56005
10742601095025,Fresno,Fresno ROP,Fresno ROP,Fresno,N,ROC/ROP,No Data,No Data,36.808715,-119.76505
10751271030261,Fresno,Mendota Unified,Mendota Continuation High,Mendota,N,Continuation High Schools,C,N,36.755328,-120.38925
10751271030493,Fresno,Mendota Unified,Mendota High,Mendota,N,High Schools (Public),C,N,36.749346,-120.37703
10752341030352,Fresno,Golden Plains Unified,Rio Del Rey High (Continuation),Helm,N,Continuation High Schools,N,N,36.533793,-120.09788
10752341037456,Fresno,Golden Plains Unified,Tranquillity High,Tranquillity,N,High Schools (Public),N,N,36.645943,-120.25434
10752751030139,Fresno,Sierra Unified,Sierra Alternative High,Tollhouse,N,Continuation High Schools,C,N,37.037157,-119.45472
10752751036938,Fresno,Sierra Unified,Sierra High,Tollhouse,N,High Schools (Public),N,N,37.035482,-119.45426
10754081030253,Fresno,Riverdale Joint Unified,Horizon High,Riverdale,N,Continuation High Schools,N,N,36.430885,-119.85501
10754081035575,Fresno,Riverdale Joint Unified,Riverdale High,Riverdale,N,High Schools (Public),N,N,36.430885,-119.85501
10755981030535,Fresno,Caruthers Unified,Caruthers High,Caruthers,N,High Schools (Public),N,N,36.538216,-119.83844
10755981030543,Fresno,Caruthers Unified,MARC High,Caruthers,N,Continuation High Schools,N,N,36.538328,-119.83836
10767780108993,Fresno,Washington Unified,Easton Community Day,Fresno,N,District Community Day Schools,N,N,36.650368,-119.79540
10767780122473,Fresno,Washington Unified,Elm High,Fresno,N,Alternative Schools of Choice,N,N,36.650368,-119.79540
10767781038298,Fresno,Washington Unified,Easton Continuation High,Fresno,N,Continuation High Schools,N,N,36.650368,-119.79540
10767781038306,Fresno,Washington Unified,Washington High,Fresno,N,High Schools (Public),N,N,36.648148,-119.79091
11101160130724,Glenn,Glenn County Office of Education,Success One!,Orland,Y,High Schools (Public),V,N,39.747927,-122.18334
11626461130095,Glenn,Princeton Joint Unified,Princeton Landing High (Cont),Princeton,N,Continuation High Schools,N,N,39.401335,-122.01127
11626461136209,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,Princeton,N,High Schools (Public),N,N,39.401181,-122.01186
11626531130046,Glenn,Stony Creek Joint Unified,Bidwell Point High (Continuation),Elk Creek,N,Continuation High Schools,N,N,39.627986,-122.59807
11626531132109,Glenn,Stony Creek Joint Unified,Elk Creek High,Elk Creek,N,High Schools (Public),N,N,39.627986,-122.59807
11626611130038,Glenn,Willows Unified,Willows Community High,Willows,N,Continuation High Schools,C,N,39.517931,-122.20350
11626611132851,Glenn,Willows Unified,Willows High,Willows,N,High Schools (Public),C,N,39.521844,-122.20106
11743851190016,Glenn,Glenn County ROP,Glenn County ROP,Willows,N,ROC/ROP,No Data,No Data,39.515370,-122.20881
11754811130012,Glenn,Orland Joint Unified,North Valley High (Continuation),Orland,N,Continuation High Schools,C,N,39.754375,-122.19123
11754811130145,Glenn,Orland Joint Unified,Orland Community Day,Orland,N,District Community Day Schools,C,N,39.754375,-122.19123
11754811135656,Glenn,Orland Joint Unified,Orland High,Orland,N,High Schools (Public),C,N,39.750985,-122.19017
11765621130053,Glenn,Hamilton Unified,Ella Barkley High,Hamilton City,N,Continuation High Schools,N,N,39.745406,-122.01707
11765621133701,Glenn,Hamilton Unified,Hamilton High,Hamilton City,N,High Schools (Public),C,N,39.745455,-122.01903
12101240106153,Humboldt,Humboldt County Office of Education,Eel River Community,Fortuna,N,County Community,N,N,40.589833,-124.14181
12101240106161,Humboldt,Humboldt County Office of Education,Eureka Community,Eureka,N,County Community,N,N,40.802991,-124.15239
12101240106179,Humboldt,Humboldt County Office of Education,Southern Humboldt Community,Garberville,N,County Community,N,N,40.097391,-123.79718
12101240106203,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Juvenile Hall Court,Eureka,N,Juvenile Court Schools,N,N,40.789231,-124.13963
12626870107110,Humboldt,Northern Humboldt Union High,Six Rivers Charter High,Arcata,Y,High Schools (Public),N,N,40.875686,-124.08991
12626871230044,Humboldt,Northern Humboldt Union High,Pacific Coast High (Continuation),Arcata,N,Continuation High Schools,N,N,40.875686,-124.08991
12626871230051,Humboldt,Northern Humboldt Union High,Mad River High (Continuation),McKinleyville,N,Continuation High Schools,N,N,40.956198,-124.11031
12626871230705,Humboldt,Northern Humboldt Union High,Arcata High,Arcata,N,High Schools (Public),N,N,40.875686,-124.08991
12626871235209,Humboldt,Northern Humboldt Union High,McKinleyville High,McKinleyville,N,High Schools (Public),N,N,40.956198,-124.11031
12628100108688,Humboldt,Fortuna Union High,Academy of the Redwoods,Eureka,N,Alternative Schools of Choice,N,N,40.698219,-124.19641
12628101233352,Humboldt,Fortuna Union High,East High (Continuation),Fortuna,N,Continuation High Schools,N,N,40.596056,-124.15027
12628101233402,Humboldt,Fortuna Union High,Fortuna Union High,Fortuna,N,High Schools (Public),N,N,40.595250,-124.15340
12629011230028,Humboldt,Klamath-Trinity Joint Unified,Captain John Continuation High,Hoopa,N,Continuation High Schools,N,N,41.049484,-123.67742
12629011234004,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,Hoopa,N,High Schools (Public),N,N,41.049311,-123.67561
12630400140376,Humboldt,Southern Humboldt Joint Unified,Casterlin High,Blocksburg,N,High Schools (Public),C,N,40.241157,-123.62334
12630401230010,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center,Redway,N,Continuation High Schools,N,N,40.118434,-123.82423
12630401237007,Humboldt,Southern Humboldt Joint Unified,South Fork High,Miranda,N,High Schools (Public),N,N,40.236970,-123.82416
12743931290014,Humboldt,Humboldt County ROP,Humboldt County ROP,Eureka,N,ROC/ROP,No Data,No Data,40.800627,-124.14983
12753741232909,Humboldt,Ferndale Unified,Ferndale High,Ferndale,N,High Schools (Public),C,N,40.578792,-124.26140
12753821230085,Humboldt,Mattole Unified,Mattole Triple Junction High,Petrolia,N,High Schools (Public),C,N,40.321293,-124.27296
12755151232057,Humboldt,Eureka City Schools,Zoe Barnum High,Eureka,N,Continuation High Schools,N,N,40.780504,-124.17316
12755151232206,Humboldt,Eureka City Schools,Eureka Senior High,Eureka,N,High Schools (Public),N,N,40.790302,-124.15887
13101320131094,Imperial,Imperial County Office of Education,Valley Academy,El Centro,N,County Community,N,N,32.781476,-115.51492
13101320134379,Imperial,Imperial County Office of Education,Imperial Pathways Charter,El Centro,Y,High Schools (Public),F,N,32.751635,-115.56360
13101321330117,Imperial,Imperial County Office of Education,Imperial County Juvenile Hall/Community,El Centro,N,Juvenile Court Schools,N,N,32.746360,-115.56438
13630811330141,Imperial,Brawley Union High,Renaissance,Brawley,N,District Community Day Schools,N,N,32.985103,-115.54152
13630811331354,Imperial,Brawley Union High,Desert Valley High (Continuation),Brawley,N,Continuation High Schools,N,N,32.985103,-115.54152
13630811331404,Imperial,Brawley Union High,Brawley Union High,Brawley,N,High Schools (Public),N,N,32.982858,-115.53491
13630990118364,Imperial,Calexico Unified,Pinnacle Hall Community Day,Calexico,N,District Community Day Schools,C,N,32.681834,-115.51603
13630991332154,Imperial,Calexico Unified,Aurora High (Continuation),Calexico,N,Continuation High Schools,C,N,32.681834,-115.51603
13630991332204,Imperial,Calexico Unified,Calexico High,Calexico,N,High Schools (Public),C,N,32.676996,-115.48715
13631071332501,Imperial,Calipatria Unified,Calipatria High,Calipatria,N,High Schools (Public),N,N,33.125676,-115.52595
13631150131243,Imperial,Central Union High,Phoenix Rising High,El Centro,N,Alternative Schools of Choice,N,N,32.781424,-115.54887
13631150140954,Imperial,Central Union High,Mt. Signal Virtual Academy,El Centro,N,Alternative Schools of Choice,F,N,32.772332,-115.54525
13631151330091,Imperial,Central Union High,Central Union Adult,El Centro,N,Adult Education Centers,N,No Data,32.772380,-115.54604
13631151330133,Imperial,Central Union High,Southwest High,El Centro,N,High Schools (Public),N,N,32.777331,-115.57838
13631151333004,Imperial,Central Union High,Central Union High,El Centro,N,High Schools (Public),N,N,32.789682,-115.56357
13631151333558,Imperial,Central Union High,Desert Oasis High (Continuation),El Centro,N,Continuation High Schools,N,N,32.782039,-115.55039
13631491335306,Imperial,Holtville Unified,Holtville High,Holtville,N,High Schools (Public),N,N,32.815742,-115.38522
13631491337138,Imperial,Holtville Unified,Sam Webb Continuation,Holtville,N,Continuation High Schools,N,N,32.816511,-115.38547
13631641331115,Imperial,Imperial Unified,Imperial Ave. Holbrook High,Imperial,N,Continuation High Schools,N,N,32.850209,-115.56963
13631641335900,Imperial,Imperial Unified,Imperial High,Imperial,N,High Schools (Public),C,N,32.847544,-115.57508
13632141330018,Imperial,San Pasqual Valley Unified,Bill M. Manes High,Winterhaven,N,Continuation High Schools,N,N,32.752007,-114.59883
13632141337609,Imperial,San Pasqual Valley Unified,San Pasqual Valley High,Winterhaven,N,High Schools (Public),N,N,32.752005,-114.59886
13744011390012,Imperial,Imperial Valley ROP,Imperial Valley ROP,El Centro,N,ROC/ROP,No Data,No Data,32.791724,-115.55879
14101400117994,Inyo,Inyo County Office of Education,YouthBuild Charter School of California,Los Angeles,Y,High Schools (Public),N,N,34.031948,-118.26624
14101400128447,Inyo,Inyo County Office of Education,The Education Corps,Long Beach,Y,High Schools (Public),N,N,33.823395,-118.18545
14101400128454,Inyo,Inyo County Office of Education,College Bridge Academy,Long Beach,Y,High Schools (Public),N,N,33.823395,-118.18545
14101401430073,Inyo,Inyo County Office of Education,Jill Kinmont Boothe,Bishop,N,County Community,N,N,37.360198,-118.43433
14632481431352,Inyo,Big Pine Unified,Big Pine High,Big Pine,N,High Schools (Public),C,N,37.161792,-118.28898
14632711430065,Inyo,Death Valley Unified,Shoshone High (Continuation),Shoshone,N,Continuation High Schools,N,N,35.976161,-116.27100
14632711438308,Inyo,Death Valley Unified,Death Valley High Academy,Shoshone,N,High Schools (Public),N,N,35.976161,-116.27100
14632890113241,Inyo,Lone Pine Unified,Sierra Alternative Learning Academy,Lone Pine,N,District Community Day Schools,N,N,36.602769,-118.06044
14632891434901,Inyo,Lone Pine Unified,Lone Pine High,Lone Pine,N,High Schools (Public),N,N,36.602319,-118.06163
14632971436203,Inyo,Owens Valley Unified,Owens Valley High,Independence,N,High Schools (Public),C,N,36.802526,-118.19667
14766870119081,Inyo,Bishop Unified,Bishop Independent Study,Big Pine,N,Alternative Schools of Choice,V,N,37.152360,-118.32798
14766871430057,Inyo,Bishop Unified,Palisade Glacier High (Continuation),Big Pine,N,Continuation High Schools,N,N,37.152344,-118.32798
14766871430107,Inyo,Bishop Unified,Keith B. Bright High (Juvenile Hall),Bishop,N,Juvenile Court Schools,N,N,37.360374,-118.43368
14766871431600,Inyo,Bishop Unified,Bishop Union High,Bishop,N,High Schools (Public),N,N,37.363134,-118.39827
15634120100529,Kern,Delano Joint Union High,Cesar E. Chavez High,Delano,N,High Schools (Public),N,N,35.768627,-119.22310
15634120116384,Kern,Delano Joint Union High,Robert F. Kennedy High,Delano,N,High Schools (Public),N,N,35.773168,-119.26739
15634121531656,Kern,Delano Joint Union High,Valley High,Delano,N,Continuation High Schools,N,N,35.781788,-119.23210
15634121531672,Kern,Delano Joint Union High,Delano High,Delano,N,High Schools (Public),N,N,35.775908,-119.24043
15635290100198,Kern,Kern High,Golden Valley High,Bakersfield,N,High Schools (Public),N,N,35.281222,-119.01005
15635290110999,Kern,Kern High,Frontier High,Bakersfield,N,High Schools (Public),N,N,35.418006,-119.14550
15635290116392,Kern,Kern High,Independence High,Bakersfield,N,High Schools (Public),N,N,35.284547,-119.10990
15635290116400,Kern,Kern High,Mira Monte High,Bakersfield,N,High Schools (Public),N,N,35.338758,-118.93201
15635290125062,Kern,Kern High,Tierra Del Sol Continuation High,Bakersfield,N,Continuation High Schools,N,N,35.346804,-119.04506
15635290141101,Kern,Kern High,Del Oro High,Bakersfield,N,High Schools (Public),C,N,35.295913,-118.98538
