CDSCode,County,District,School,City,Charter,SOCType,Virtual,Magnet,Latitude,Longitude
28662660121087,Napa,Napa Valley Unified,American Canyon High,American Canyon,N,High Schools (Public),N,N,38.166264,-122.24060
28662662830016,Napa,Napa Valley Unified,Vintage High,Napa,N,High Schools (Public),N,N,38.334039,-122.30566
28662662830115,Napa,Napa Valley Unified,New Technology High,Napa,N,Alternative Schools of Choice,N,N,38.304466,-122.28867
28662662830149,Napa,Napa Valley Unified,Valley Oak High,Napa,N,Continuation High Schools,N,N,38.313680,-122.30313
28662662835601,Napa,Napa Valley Unified,Napa High,Napa,N,High Schools (Public),N,N,38.309090,-122.29599
28662902837102,Napa,Saint Helena Unified,Saint Helena High,St. Helena,N,High Schools (Public),N,N,38.497208,-122.46330
28744842890010,Napa,Napa County ROP,Napa County ROP,Napa,N,ROC/ROP,No Data,No Data,38.279743,-122.25421
29102980114314,Nevada,Nevada County Office of Education,Bitney Prep High,Grass Valley,Y,High Schools (Public),N,N,39.232960,-121.04158
29102980116681,Nevada,Nevada County Office of Education,Earle Jamieson Educational Options,Nevada City,N,County Community,N,N,39.247864,-121.02940
29102980130823,Nevada,Nevada County Office of Education,EPIC de Cesar Chavez,Tehachapi,Y,High Schools (Public),N,N,35.131700,-118.44649
29102982930147,Nevada,Nevada County Office of Education,John Muir Charter,Nevada City,Y,High Schools (Public),N,N,39.248581,-121.01671
29663570112367,Nevada,Nevada Joint Union High,William & Marian Ghidotti High,Grass Valley,N,Alternative Schools of Choice,C,N,39.233819,-121.05064
29663570124834,Nevada,Nevada Joint Union High,Sierra Academy of Expeditionary Learning,Nevada City,Y,High Schools (Public),N,N,39.265183,-121.01890
29663572930030,Nevada,Nevada Joint Union High,North Point Academy,Grass Valley,N,Alternative Schools of Choice,V,N,39.238993,-121.05842
29663572930048,Nevada,Nevada Joint Union High,Bear River High,Grass Valley,N,High Schools (Public),C,N,39.068278,-121.01056
29663572930071,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),Grass Valley,N,Continuation High Schools,C,N,39.210757,-121.06307
29663572930113,Nevada,Nevada Joint Union High,Nevada Adult,Grass Valley,N,Adult Education Centers,C,No Data,39.238993,-121.05842
29663572935500,Nevada,Nevada Joint Union High,Nevada Union High,Grass Valley,N,High Schools (Public),C,N,39.240090,-121.05546
30103060126037,Orange,Orange County Department of Education,Samueli Academy,Santa Ana,Y,High Schools (Public),N,N,33.761943,-117.90181
30103060132910,Orange,Orange County Department of Education,College and Career Preparatory Academy,Santa Ana,Y,High Schools (Public),C,N,33.732426,-117.84433
30103060133959,Orange,Orange County Department of Education,Unity Middle College High,Orange,Y,High Schools (Public),N,N,33.788296,-117.87360
30103060133983,Orange,Orange County Department of Education,Ednovate - Legacy College Prep.,Santa Ana,Y,High Schools (Public),N,N,33.759670,-117.84776
30103060134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Anaheim,Y,High Schools (Public),N,N,33.837906,-117.94187
30103063030723,Orange,Orange County Department of Education,OCSA,Santa Ana,Y,High Schools (Public),N,N,33.754066,-117.86760
30664310140707,Orange,Anaheim Union High,Cambridge Virtual Academy,Anaheim,N,Alternative Schools of Choice,V,N,33.820314,-117.98406
30664313030038,Orange,Anaheim Union High,Cypress High,Cypress,N,High Schools (Public),C,N,33.819638,-118.02838
30664313030228,Orange,Anaheim Union High,Anaheim High,Anaheim,N,High Schools (Public),C,N,33.833158,-117.92402
30664313030384,Orange,Anaheim Union High,Polaris High,Anaheim,N,Alternative Schools of Choice,C,N,33.817891,-117.94675
30664313030616,Orange,Anaheim Union High,Oxford Academy,Cypress,N,High Schools (Public),C,N,33.823813,-118.04229
30664313032786,Orange,Anaheim Union High,Gilbert High (Continuation),Anaheim,N,Continuation High Schools,N,N,33.817891,-117.94675
30664313033057,Orange,Anaheim Union High,Katella High,Anaheim,N,High Schools (Public),C,N,33.825391,-117.88549
30664313033115,Orange,Anaheim Union High,John F. Kennedy High,La Palma,N,High Schools (Public),C,N,33.843045,-118.03717
30664313033784,Orange,Anaheim Union High,Loara High,Anaheim,N,High Schools (Public),C,N,33.810553,-117.94427
30664313034204,Orange,Anaheim Union High,Magnolia High,Anaheim,N,High Schools (Public),C,N,33.817636,-117.97178
30664313036712,Orange,Anaheim Union High,Savanna High,Anaheim,N,High Schools (Public),C,N,33.834422,-117.96767
30664313038239,Orange,Anaheim Union High,Western High,Anaheim,N,High Schools (Public),C,N,33.825663,-118.00215
30664316066815,Orange,Anaheim Union High,Hope,Buena Park,N,Special Education Schools (Public),N,N,33.847716,-118.01128
30664493030624,Orange,Brea-Olinda Unified,Brea Canyon High (Continuation),Brea,N,Continuation High Schools,N,N,33.931534,-117.87334
30664493030640,Orange,Brea-Olinda Unified,Brea Olinda High,Brea,N,High Schools (Public),C,N,33.933219,-117.87179
30664640113381,Orange,Capistrano Unified,San Juan Hills High,San Juan Capistrano,N,High Schools (Public),C,N,33.499094,-117.68286
30664640124131,Orange,Capistrano Unified,California Preparatory Academy,San Juan Capistrano,N,Alternative Schools of Choice,F,N,33.484311,-117.67181
30664643030210,Orange,Capistrano Unified,Capistrano Valley High,Mission Viejo,N,High Schools (Public),C,N,33.542549,-117.67324
30664643030574,Orange,Capistrano Unified,Aliso Niguel High,Aliso Viejo,N,High Schools (Public),C,N,33.561374,-117.72094
30664643030756,Orange,Capistrano Unified,Tesoro High,Las Flores,N,High Schools (Public),C,N,33.585858,-117.61329
30664643030798,Orange,Capistrano Unified,Bridges Community Day,San Juan Capistrano,N,District Community Day Schools,N,N,33.504653,-117.66262
30664643035987,Orange,Capistrano Unified,Capistrano Union High,San Juan Capistrano,N,Continuation High Schools,N,N,33.507332,-117.66535
30664643036001,Orange,Capistrano Unified,San Clemente High,San Clemente,N,High Schools (Public),C,N,33.439820,-117.61752
30664643038569,Orange,Capistrano Unified,Dana Hills High,Dana Point,N,High Schools (Public),C,N,33.478614,-117.69780
30664646120356,Orange,Capistrano Unified,Opportunities for Learning - Capistrano,San Juan Capistrano,Y,K-12 Schools (Public),C,N,33.497979,-117.65952
30665143030335,Orange,Fullerton Joint Union High,La Sierra High (Alternative),Fullerton,N,Alternative Schools of Choice,C,N,33.879630,-117.88973
30665143030855,Orange,Fullerton Joint Union High,Buena Park High,Buena Park,N,High Schools (Public),C,Y,33.860927,-117.97906
30665143032505,Orange,Fullerton Joint Union High,Fullerton Union High,Fullerton,N,High Schools (Public),C,Y,33.874015,-117.92205
30665143033362,Orange,Fullerton Joint Union High,La Habra High,La Habra,N,High Schools (Public),C,Y,33.935478,-117.95658
30665143033610,Orange,Fullerton Joint Union High,La Vista High (Continuation),Fullerton,N,Continuation High Schools,C,N,33.879766,-117.88967
30665143037090,Orange,Fullerton Joint Union High,Sonora High,La Habra,N,High Schools (Public),C,Y,33.928013,-117.92434
30665143037348,Orange,Fullerton Joint Union High,Sunny Hills High,Fullerton,N,High Schools (Public),C,Y,33.883930,-117.95344
30665143037496,Orange,Fullerton Joint Union High,Troy High,Fullerton,N,High Schools (Public),C,Y,33.881409,-117.89004
30665223030012,Orange,Garden Grove Unified,Adult Education,Garden Grove,N,Adult Education Centers,N,No Data,33.774162,-117.93564
30665223030103,Orange,Garden Grove Unified,Marie L. Hare High,Garden Grove,N,Continuation High Schools,N,N,33.788320,-117.97534
30665223030434,Orange,Garden Grove Unified,Bolsa Grande High,Garden Grove,N,High Schools (Public),C,N,33.759540,-117.96323
30665223032752,Orange,Garden Grove Unified,Garden Grove High,Garden Grove,N,High Schools (Public),C,N,33.777898,-117.93563
30665223033578,Orange,Garden Grove Unified,La Quinta High,Westminster,N,High Schools (Public),C,N,33.737810,-117.94815
30665223033933,Orange,Garden Grove Unified,Los Amigos High,Fountain Valley,N,High Schools (Public),C,N,33.722698,-117.92850
30665223035581,Orange,Garden Grove Unified,Pacifica High,Garden Grove,N,High Schools (Public),C,N,33.781043,-118.01287
30665223035706,Orange,Garden Grove Unified,Rancho Alamitos High,Garden Grove,N,High Schools (Public),C,N,33.796596,-117.98445
30665223036555,Orange,Garden Grove Unified,Santiago High,Garden Grove,N,High Schools (Public),C,N,33.767064,-117.91411
30665226104129,Orange,Garden Grove Unified,Jordan Secondary Learning Center,Garden Grove,N,Special Education Schools (Public),N,N,33.763080,-117.95639
30665483030145,Orange,Huntington Beach Union High,Ocean View High,Huntington Beach,N,High Schools (Public),C,N,33.714832,-118.00012
30665483030368,Orange,Huntington Beach Union High,Coast High,Huntington Beach,N,Alternative Schools of Choice,C,N,33.712651,-118.00004
30665483031895,Orange,Huntington Beach Union High,Edison High,Huntington Beach,N,High Schools (Public),C,N,33.655057,-117.97100
30665483032158,Orange,Huntington Beach Union High,Fountain Valley High,Fountain Valley,N,High Schools (Public),C,N,33.704386,-117.96302
30665483032943,Orange,Huntington Beach Union High,Huntington Beach High,Huntington Beach,N,High Schools (Public),C,N,33.678372,-118.00177
30665483034410,Orange,Huntington Beach Union High,Marina High,Huntington Beach,N,High Schools (Public),C,N,33.730842,-118.02410
30665483038445,Orange,Huntington Beach Union High,Westminster High,Westminster,N,High Schools (Public),C,N,33.754516,-118.00710
30665483038551,Orange,Huntington Beach Union High,Valley Vista High,Fountain Valley,N,Continuation High Schools,C,N,33.708817,-117.96150
30665553033206,Orange,Laguna Beach Unified,Laguna Beach High,Laguna Beach,N,High Schools (Public),N,N,33.542036,-117.77795
30665970111666,Orange,Newport-Mesa Unified,Early College High,Costa Mesa,N,Alternative Schools of Choice,C,N,33.680624,-117.92783
30665973031697,Orange,Newport-Mesa Unified,Corona del Mar High,Newport Beach,N,High Schools (Public),C,N,33.635472,-117.87623
30665973031853,Orange,Newport-Mesa Unified,Costa Mesa High,Costa Mesa,N,High Schools (Public),C,N,33.670975,-117.90764
30665973032000,Orange,Newport-Mesa Unified,Estancia High,Costa Mesa,N,High Schools (Public),C,N,33.659962,-117.93377
30665973034907,Orange,Newport-Mesa Unified,Back Bay High,Costa Mesa,N,Continuation High Schools,C,N,33.653297,-117.89004
30665973035045,Orange,Newport-Mesa Unified,Newport Harbor High,Newport Beach,N,High Schools (Public),C,N,33.623857,-117.91321
30666210114769,Orange,Orange Unified,OUSD Community Day,Orange,N,District Community Day Schools,N,N,33.786145,-117.82713
30666213030046,Orange,Orange Unified,Canyon High,Anaheim,N,High Schools (Public),C,N,33.847914,-117.79000
30666213031952,Orange,Orange Unified,El Modena High,Orange,N,High Schools (Public),C,N,33.791417,-117.81251
30666213035409,Orange,Orange Unified,Orange High,Orange,N,High Schools (Public),C,N,33.796223,-117.84872
30666213035748,Orange,Orange Unified,Richland Continuation High,Orange,N,Continuation High Schools,N,N,33.797443,-117.85519
30666213038098,Orange,Orange Unified,Villa Park High,Villa Park,N,High Schools (Public),C,N,33.817759,-117.81777
30666470119404,Orange,Placentia-Yorba Linda Unified,Yorba Linda High,Yorba Linda,N,High Schools (Public),C,Y,33.899211,-117.78732
30666473030053,Orange,Placentia-Yorba Linda Unified,Esperanza High,Anaheim,N,High Schools (Public),C,Y,33.868186,-117.80429
30666473031929,Orange,Placentia-Yorba Linda Unified,El Dorado High,Placentia,N,High Schools (Public),C,Y,33.892000,-117.85621
30666473031945,Orange,Placentia-Yorba Linda Unified,El Camino Real Continuation High,Placentia,N,Continuation High Schools,C,N,33.868222,-117.83811
30666473038023,Orange,Placentia-Yorba Linda Unified,Valencia High,Placentia,N,High Schools (Public),C,Y,33.875951,-117.86928
30666700106567,Orange,Santa Ana Unified,Nova Academy Early College High,Santa Ana,Y,High Schools (Public),N,N,33.747652,-117.87308
30666700108365,Orange,Santa Ana Unified,Segerstrom High,Santa Ana,N,High Schools (Public),N,N,33.700102,-117.89828
30666700114736,Orange,Santa Ana Unified,Hector G. Godinez,Santa Ana,N,High Schools (Public),N,N,33.723465,-117.90782
30666703030475,Orange,Santa Ana Unified,Cesar E. Chavez High,Santa Ana,N,Continuation High Schools,N,N,33.718531,-117.86659
30666703030491,Orange,Santa Ana Unified,Century High,Santa Ana,N,High Schools (Public),N,N,33.730209,-117.85036
30666703030608,Orange,Santa Ana Unified,Middle College High,Santa Ana,N,Alternative Schools of Choice,N,N,33.759971,-117.88833
30666703034998,Orange,Santa Ana Unified,Lorin Griset Academy,Santa Ana,N,Continuation High Schools,N,N,33.734469,-117.89444
30666703035821,Orange,Santa Ana Unified,Saddleback High,Santa Ana,N,High Schools (Public),N,N,33.709117,-117.87677
30666703036357,Orange,Santa Ana Unified,Santa Ana High,Santa Ana,N,High Schools (Public),N,N,33.744416,-117.87467
30666703036456,Orange,Santa Ana Unified,Valley High,Santa Ana,N,High Schools (Public),N,N,33.723716,-117.90130
30666706115133,Orange,Santa Ana Unified,REACH Academy,Santa Ana,N,District Community Day Schools,N,N,33.747472,-117.88864
30736353030061,Orange,Saddleback Valley Unified,El Toro High,Lake Forest,N,High Schools (Public),C,Y,33.635823,-117.68933
30736353030079,Orange,Saddleback Valley Unified,Silverado High,Mission Viejo,N,Continuation High Schools,C,N,33.621377,-117.68326
30736353030244,Orange,Saddleback Valley Unified,Laguna Hills High,Laguna Hills,N,High Schools (Public),C,Y,33.594318,-117.70108
30736353030392,Orange,Saddleback Valley Unified,Trabuco Hills High,Mission Viejo,N,High Schools (Public),C,Y,33.654460,-117.65134
30736353034956,Orange,Saddleback Valley Unified,Mission Viejo High,Mission Viejo,N,High Schools (Public),C,Y,33.599393,-117.67182
30736356089510,Orange,Saddleback Valley Unified,Esperanza Education Center,Mission Viejo,N,Special Education Schools (Public),N,N,33.596999,-117.66747
30736430102871,Orange,Tustin Unified,Arnold O. Beckman High,Irvine,N,High Schools (Public),C,Y,33.718710,-117.78076
30736433032109,Orange,Tustin Unified,Foothill High,Santa Ana,N,High Schools (Public),C,N,33.765927,-117.79929
30736433032919,Orange,Tustin Unified,Hillview High (Continuation),Tustin,N,Continuation High Schools,C,N,33.734658,-117.80975
30736433037553,Orange,Tustin Unified,Tustin High,Tustin,N,High Schools (Public),C,N,33.735057,-117.81658
30736500116046,Orange,Irvine Unified,Irvine Adult Transition Programs,Irvine,N,Special Education Schools (Public),N,N,33.681160,-117.80634
30736500133405,Orange,Irvine Unified,Portola High,Irvine,N,High Schools (Public),N,N,33.683947,-117.79469
30736503030129,Orange,Irvine Unified,Creekside High,Irvine,N,Continuation High Schools,N,N,33.687768,-117.81716
30736503030152,Orange,Irvine Unified,Irvine High,Irvine,N,High Schools (Public),N,N,33.701535,-117.78289
30736503030285,Orange,Irvine Unified,Woodbridge High,Irvine,N,High Schools (Public),N,N,33.677880,-117.80572
30736503030657,Orange,Irvine Unified,Northwood High,Irvine,N,High Schools (Public),N,N,33.729281,-117.75127
30736503035102,Orange,Irvine Unified,University High,Irvine,N,High Schools (Public),N,N,33.650650,-117.82212
30739243033917,Orange,Los Alamitos Unified,Los Alamitos High,Los Alamitos,N,High Schools (Public),C,N,33.810366,-118.06868
30741043095015,Orange,North Orange County ROP-Adult,North Orange County ROP,Anaheim,N,ROC/ROP,No Data,No Data,33.836581,-117.95016
30741123095023,Orange,College and Career Advantage,College and Career Advantage,San Juan Capistrano,N,ROC/ROP,No Data,No Data,33.479832,-117.67003
30741203095031,Orange,Coastline ROP,Coastline ROP,Costa Mesa,N,ROC/ROP,No Data,No Data,33.671540,-117.89834
30742523095049,Orange,Central Orange County CTE Partnership (CTEp),Central Orange County CTE Partnership (CTEp),Costa Mesa,N,ROC/ROP,No Data,No Data,33.667990,-117.88003
31103143130101,Placer,Placer County Office of Education,Placer County Court Schools,Auburn,N,Juvenile Court Schools,C,N,38.906665,-121.08235
31103143130259,Placer,Placer County Office of Education,Placer County Community Schools,Auburn,N,County Community,C,N,38.906665,-121.08235
31668940102293,Placer,Placer Union High,Foresthill High,Foresthill,N,High Schools (Public),C,N,39.015679,-120.83625
31668940138081,Placer,Placer Union High,Maidu Virtual Charter Academy,Foresthill,Y,High Schools (Public),V,N,39.017483,-120.83441
31668943131687,Placer,Placer Union High,Confluence Continuation High,Foresthill,N,Continuation High Schools,N,N,39.017483,-120.83441
31668943131851,Placer,Placer Union High,Colfax High,Colfax,N,High Schools (Public),C,N,39.108820,-120.96374
31668943132453,Placer,Placer Union High,Del Oro High,Loomis,N,High Schools (Public),C,N,38.831601,-121.18491
31668943135704,Placer,Placer Union High,Placer High,Auburn,N,High Schools (Public),C,N,38.895954,-121.07051
31669280116459,Placer,Roseville Joint Union High,Antelope High,Antelope,N,High Schools (Public),N,N,38.710728,-121.35597
31669280139840,Placer,Roseville Joint Union High,West Park High,Roseville,N,High Schools (Public),C,N,38.752124,-121.28800
31669283130119,Placer,Roseville Joint Union High,Independence High (Alternative),Roseville,N,Alternative Schools of Choice,V,N,38.759025,-121.27400
31669283130176,Placer,Roseville Joint Union High,Woodcreek High,Roseville,N,High Schools (Public),N,N,38.761015,-121.33250
31669283130184,Placer,Roseville Joint Union High,Granite Bay High,Granite Bay,N,High Schools (Public),N,Y,38.733581,-121.21461
31669283130309,Placer,Roseville Joint Union High,Adelante High (Continuation),Roseville,N,Continuation High Schools,C,N,38.752954,-121.28002
31669283135308,Placer,Roseville Joint Union High,Oakmont High,Roseville,N,High Schools (Public),N,Y,38.729519,-121.26118
31669283136504,Placer,Roseville Joint Union High,Roseville High,Roseville,N,High Schools (Public),N,N,38.756363,-121.27684
31669443130010,Placer,Tahoe-Truckee Unified,North Tahoe High,Tahoe City,N,High Schools (Public),N,N,39.195041,-120.12049
31669443130077,Placer,Tahoe-Truckee Unified,Sierra High (Continuation),Truckee,N,Continuation High Schools,N,N,39.324816,-120.21109
31669443130192,Placer,Tahoe-Truckee Unified,Cold Stream Alternative,Truckee,N,Alternative Schools of Choice,N,N,39.325858,-120.21671
31669443138500,Placer,Tahoe-Truckee Unified,Tahoe Truckee High,Truckee,N,High Schools (Public),N,N,39.324789,-120.21621
31669510139246,Placer,Western Placer Unified,ATLAS Learning Academy,Lincoln,N,Alternative Schools of Choice,C,N,38.896899,-121.29758
31669510140541,Placer,Western Placer Unified,Twelve Bridges High,Lincoln,N,High Schools (Public),N,N,38.849272,-121.28759
31669513130036,Placer,Western Placer Unified,Phoenix High (Continuation),Lincoln,N,Continuation High Schools,N,N,38.896859,-121.29670
31669513134657,Placer,Western Placer Unified,Lincoln High,Lincoln,N,High Schools (Public),N,N,38.895689,-121.29668
31747323190014,Placer,Forty-Niner ROP,Forty-Niner ROP,Auburn,N,ROC/ROP,No Data,No Data,38.906665,-121.08235
31750850108084,Placer,Rocklin Unified,Whitney High,Rocklin,N,High Schools (Public),N,N,38.834335,-121.28900
31750850119487,Placer,Rocklin Unified,Western Sierra Collegiate Academy,Rocklin,Y,K-12 Schools (Public),N,N,38.811611,-121.29815
31750853130150,Placer,Rocklin Unified,Rocklin High,Rocklin,N,High Schools (Public),N,N,38.814645,-121.25386
31750853130200,Placer,Rocklin Unified,Victory High,Rocklin,N,Continuation High Schools,N,N,38.815534,-121.25523
31750853130218,Placer,Rocklin Unified,Rocklin Alternative Education Center,Rocklin,N,Alternative Schools of Choice,V,N,38.815534,-121.25523
32103220100057,Plumas,Plumas County Office of Education,Plumas County Community,Quincy,N,County Community,N,N,39.936108,-120.94384
32669693230034,Plumas,Plumas Unified,Almanor High (Continuation),Chester,N,Continuation High Schools,N,N,40.302553,-121.23109
32669693230042,Plumas,Plumas Unified,Beckwourth (Jim) High (Continuation),Portola,N,Continuation High Schools,N,N,39.801540,-120.46726
32669693232006,Plumas,Plumas Unified,Chester Junior/Senior High,Chester,N,High Schools (Public),C,N,40.303191,-121.22733
32669693233509,Plumas,Plumas Unified,Greenville Junior/Senior High,Greenville,N,High Schools (Public),C,N,40.139597,-120.94576
32669693235603,Plumas,Plumas Unified,Portola Junior/Senior High,Portola,N,High Schools (Public),C,N,39.801726,-120.46677
32669693236007,Plumas,Plumas Unified,Quincy Junior/Senior High,Quincy,N,High Schools (Public),N,N,39.963784,-120.89885
32742783290012,Plumas,Plumas County ROP,Plumas County ROP,Quincy,N,ROC/ROP,No Data,No Data,39.937172,-120.94414
33103300125237,Riverside,Riverside County Office of Education,Leadership Military Academy,Moreno Valley,Y,County Community,N,N,33.921220,-117.22635
33103300128397,Riverside,Riverside County Office of Education,Come Back Kids,Riverside,Y,County Community,N,N,33.978895,-117.38041
33103300128777,Riverside,Riverside County Office of Education,Gateway College and Career Academy,Riverside,Y,High Schools (Public),N,N,33.971569,-117.38467
33103300137869,Riverside,Riverside County Office of Education,Excelsior Charter School Corona-Norco,Corona,Y,High Schools (Public),N,N,33.865167,-117.55489
33103303330123,Riverside,Riverside County Office of Education,Riverside County Juvenile Court,Riverside,N,Juvenile Court Schools,N,N,33.978494,-117.38054
33103303331055,Riverside,Riverside County Office of Education,Riverside County Community,Riverside,N,County Community,N,N,33.978494,-117.38054
33669770125732,Riverside,Alvord Unified,Hillcrest High,Riverside,N,High Schools (Public),C,N,33.890715,-117.48472
33669770134189,Riverside,Alvord Unified,Summit Secondary,Riverside,N,Special Education Schools (Public),N,N,33.935586,-117.48133
33669770135061,Riverside,Alvord Unified,Alvord Alternative Continuation High,Riverside,N,Continuation High Schools,C,N,33.935586,-117.48133
33669773330008,Riverside,Alvord Unified,La Sierra High,Riverside,N,High Schools (Public),C,N,33.911820,-117.48289
33669773334299,Riverside,Alvord Unified,Norte Vista High,Riverside,N,High Schools (Public),C,N,33.950014,-117.47269
33669773337128,Riverside,Alvord Unified,Alvord Continuation High,Riverside,N,Continuation High Schools,C,N,33.892147,-117.48875
33669853330214,Riverside,Banning Unified,Banning High,Banning,N,High Schools (Public),N,N,33.918047,-116.87817
33669853330222,Riverside,Banning Unified,New Horizon High,Banning,N,Continuation High Schools,N,N,33.932607,-116.88889
33669930141366,Riverside,Beaumont Unified,Beaumont Middle College High,Banning,N,High Schools (Public),C,N,33.916662,-116.91102
33669933330479,Riverside,Beaumont Unified,Beaumont Senior High,Beaumont,N,High Schools (Public),C,N,33.968717,-116.97914
33669933330842,Riverside,Beaumont Unified,Glen View High,Beaumont,N,Continuation High Schools,C,N,33.935297,-116.96928
33670330110106,Riverside,Corona-Norco Unified,Orange Grove High,Corona,N,Continuation High Schools,C,N,33.876592,-117.57772
33670330110627,Riverside,Corona-Norco Unified,Eleanor Roosevelt High,Eastvale,N,High Schools (Public),C,N,33.954072,-117.56779
33670330110759,Riverside,Corona-Norco Unified,John F. Kennedy High,Norco,N,Alternative Schools of Choice,C,N,33.915545,-117.56735
33670333330131,Riverside,Corona-Norco Unified,Corona-Norco Alternative,Corona,N,Alternative Schools of Choice,N,N,33.853630,-117.56845
33670333330446,Riverside,Corona-Norco Unified,Centennial High,Corona,N,High Schools (Public),C,N,33.855938,-117.54473
33670333330586,Riverside,Corona-Norco Unified,Lee V. Pollard High,Corona,N,Continuation High Schools,C,N,33.853700,-117.56842
33670333330602,Riverside,Corona-Norco Unified,Corona Vista High,Corona,N,Continuation High Schools,C,N,33.873195,-117.58529
33670333330701,Riverside,Corona-Norco Unified,Santiago High,Corona,N,High Schools (Public),C,N,33.833999,-117.54604
33670333331501,Riverside,Corona-Norco Unified,Corona-Norco Adult,Corona,N,Adult Education Centers,C,No Data,33.879042,-117.57773
33670333331600,Riverside,Corona-Norco Unified,Corona High,Corona,N,High Schools (Public),C,N,33.873155,-117.58525
33670333334232,Riverside,Corona-Norco Unified,Norco High,Norco,N,High Schools (Public),C,N,33.911862,-117.54821
33670580114504,Riverside,Desert Sands Unified,Summit High (Continuation),La Quinta,N,Continuation High Schools,N,N,33.732200,-116.30060
33670580118885,Riverside,Desert Sands Unified,Shadow Hills High,Indio,N,High Schools (Public),N,N,33.764870,-116.27021
33670580141879,Riverside,Desert Sands Unified,Desert Sands A.T.L.A.S.,Indio,N,Special Education Schools (Public),N,N,33.725571,-116.21166
33670583330388,Riverside,Desert Sands Unified,Palm Desert High,Palm Desert,N,High Schools (Public),N,N,33.733542,-116.35769
33670583330669,Riverside,Desert Sands Unified,La Quinta High,La Quinta,N,High Schools (Public),N,N,33.713506,-116.28052
33670583331113,Riverside,Desert Sands Unified,Amistad High (Continuation),Indio,N,Continuation High Schools,N,N,33.725849,-116.21201
33670583333192,Riverside,Desert Sands Unified,Indio High,Indio,N,High Schools (Public),N,Y,33.714794,-116.23734
33670820106716,Riverside,Hemet Unified,Hamilton,Anza,N,High Schools (Public),N,N,33.569882,-116.65862
33670820113159,Riverside,Hemet Unified,Tahquitz High,Hemet,N,High Schools (Public),N,N,33.767301,-117.01759
33670823330065,Riverside,Hemet Unified,Alessandro High,Hemet,N,Continuation High Schools,N,N,33.750878,-116.96393
33670823330503,Riverside,Hemet Unified,Academy of Innovation,Hemet,N,Alternative Schools of Choice,V,N,33.731745,-116.95854
33670823330537,Riverside,Hemet Unified,West Valley High,Hemet,N,High Schools (Public),N,N,33.719703,-117.00962
33670823332673,Riverside,Hemet Unified,Hemet High,Hemet,N,High Schools (Public),N,N,33.729472,-116.93247
33670900114157,Riverside,Jurupa Unified,Patriot High,Jurupa Valley,N,High Schools (Public),N,N,34.007446,-117.44802
33670903330412,Riverside,Jurupa Unified,Jurupa Valley High,Jurupa Valley,N,High Schools (Public),N,N,34.002235,-117.51528
33670903334687,Riverside,Jurupa Unified,Nueva Vista Continuation High,Jurupa Valley,N,Continuation High Schools,N,N,34.016482,-117.42908
33670903337136,Riverside,Jurupa Unified,Rubidoux High,Jurupa Valley,N,High Schools (Public),N,N,33.998584,-117.42740
33671243330396,Riverside,Moreno Valley Unified,Canyon Springs High,Moreno Valley,N,High Schools (Public),C,N,33.961193,-117.26145
33671243330438,Riverside,Moreno Valley Unified,Valley View High,Moreno Valley,N,High Schools (Public),C,N,33.929944,-117.19161
33671243330800,Riverside,Moreno Valley Unified,Bayside Community Day,Moreno Valley,N,District Community Day Schools,N,N,33.910034,-117.23495
33671243330958,Riverside,Moreno Valley Unified,March Valley,Moreno Valley,N,Opportunity Schools,N,N,33.928130,-117.23411
33671243331071,Riverside,Moreno Valley Unified,Vista del Lago High,Moreno Valley,N,High Schools (Public),C,N,33.900967,-117.20872
33671243333754,Riverside,Moreno Valley Unified,Moreno Valley Adult Education,Moreno Valley,N,Adult Education Centers,N,No Data,33.927775,-117.23370
33671243333762,Riverside,Moreno Valley Unified,March Mountain High,Moreno Valley,N,Continuation High Schools,N,N,33.928130,-117.23411
33671243333770,Riverside,Moreno Valley Unified,Moreno Valley High,Moreno Valley,N,High Schools (Public),C,N,33.924581,-117.25560
33671573331014,Riverside,Nuview Union,Nuview Bridge Early College High,Nuevo,Y,High Schools (Public),N,N,33.830165,-117.12942
33671730127316,Riverside,Palm Springs Unified,Rancho Mirage High,Rancho Mirage,N,High Schools (Public),C,N,33.821677,-116.43330
33671733330578,Riverside,Palm Springs Unified,Cathedral City High,Cathedral City,N,High Schools (Public),C,N,33.801558,-116.45309
33671733330818,Riverside,Palm Springs Unified,Desert Hot Springs High,Desert Hot Springs,N,High Schools (Public),C,N,33.961546,-116.51344
33671733331121,Riverside,Palm Springs Unified,Mt. San Jacinto High,Cathedral City,N,Continuation High Schools,C,N,33.824614,-116.47552
33671733335130,Riverside,Palm Springs Unified,Palm Springs High,Palm Springs,N,High Schools (Public),C,N,33.819499,-116.51796
33671813331139,Riverside,Palo Verde Unified,Twin Palms Continuation,Blythe,N,Continuation High Schools,C,N,33.617435,-114.60585
33671813335759,Riverside,Palo Verde Unified,Palo Verde High,Blythe,N,High Schools (Public),C,N,33.621078,-114.60582
33672070113191,Riverside,Perris Union High,Heritage High,Romoland,N,High Schools (Public),N,N,33.743336,-117.13666
33672070134981,Riverside,Perris Union High,Scholar Plus Online Learning,Perris,N,Alternative Schools of Choice,V,N,33.772349,-117.23266
33672070137620,Riverside,Perris Union High,Pathways for Adult Life Skills,Perris,N,Special Education Schools (Public),N,N,33.779315,-117.21807
